LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TH
1679956667.236477,183740.000,26941,1,TH,1,100,30.518
1679956667.370477,183874.000,26958,1,TH,1,100,30.576
1679956667.503477,184007.000,26975,1,TH,1,100,30.576
1679956667.636477,184140.000,27008,1,TH,1,100,30.486
1679956667.770477,184274.000,27025,1,TH,1,100,30.486
1679956667.903477,184407.000,27042,1,TH,1,100,30.551
1679956668.037477,184541.000,27075,1,TH,1,100,30.558
1679956668.170478,184674.000,27093,1,TH,1,100,30.558
1679956668.303478,184807.000,27109,1,TH,1,100,30.558
1679956668.436478,184940.000,27141,1,TH,1,100,30.603
1679956668.570478,185074.000,27160,1,TH,1,100,30.603
1679956668.703478,185207.000,27176,1,TH,1,100,30.588
1679956668.836478,185340.000,27197,1,TH,1,100,30.588
1679956668.970478,185474.000,27214,1,TH,1,100,30.540
1679956669.103478,185607.000,27230,1,TH,1,100,30.540
1679956669.236478,185740.000,27264,1,TH,1,100,30.572
1679956669.370478,185874.000,27281,1,TH,1,100,30.572
1679956669.503478,186007.000,27300,1,TH,1,100,30.603
1679956669.636478,186140.000,27333,1,TH,1,100,30.603
1679956669.770478,186274.000,27352,1,TH,1,100,30.485
1679956669.903478,186407.000,27369,1,TH,1,100,30.485
1679956670.036478,186540.000,27386,1,TH,1,100,30.543
1679956670.170478,186674.000,27418,1,TH,1,100,30.542
1679956670.303478,186807.000,27434,1,TH,1,100,30.650
1679956670.436478,186940.000,27451,1,TH,1,100,30.649
1679956670.569478,187073.000,27487,1,TH,1,100,30.662
1679956670.703478,187207.000,27503,1,TH,1,100,30.662
1679956670.836478,187340.000,27521,1,TH,1,100,30.562
1679956670.970479,187474.000,27552,1,TH,1,100,30.562
1679956671.103478,187607.000,27568,1,TH,1,100,30.565
1679956671.236479,187740.000,27586,1,TH,1,100,30.565
1679956671.369478,187873.000,27617,1,TH,1,100,30.595
1679956671.503479,188007.000,27634,1,TH,1,100,30.602
1679956671.636479,188140.000,27653,1,TH,1,100,30.492
1679956671.769479,188273.000,27687,1,TH,1,100,30.492
1679956671.903479,188407.000,27703,1,TH,1,100,30.579
1679956672.036479,188540.000,27720,1,TH,1,100,30.579
1679956672.169479,188673.000,27752,1,TH,1,100,30.554
1679956672.303479,188807.000,27768,1,TH,1,100,30.554
1679956672.436479,188940.000,27785,1,TH,1,100,30.549
1679956672.569479,189073.000,27804,1,TH,1,100,30.549
1679956672.703479,189207.000,27835,1,TH,1,100,30.564
1679956672.836479,189340.000,27853,1,TH,1,100,30.564
1679956672.969479,189473.000,27869,1,TH,1,100,30.549
1679956673.103479,189607.000,27901,1,TH,1,100,30.549
1679956673.236479,189740.000,27918,1,TH,1,100,30.591
1679956673.369479,189873.000,27934,1,TH,1,100,30.591
1679956673.503479,190007.000,27968,1,TH,1,100,30.624
1679956673.636479,190140.000,27985,1,TH,1,100,30.631
1679956673.769479,190273.000,28003,1,TH,1,100,30.524
1679956673.903479,190407.000,28042,1,TH,1,100,30.524
1679956674.036479,190540.000,28059,1,TH,1,100,30.594
1679956674.169479,190673.000,28076,1,TH,1,100,30.594
1679956674.302480,190806.000,28107,1,TH,1,100,30.536
1679956674.436480,190940.000,28124,1,TH,1,100,30.536
1679956674.569480,191073.000,28143,1,TH,1,100,30.589
1679956674.702480,191206.000,28160,1,TH,1,100,30.589
1679956674.836480,191340.000,28194,1,TH,1,100,30.576
1679956674.969480,191473.000,28210,1,TH,1,100,30.576
1679956675.102480,191606.000,28229,1,TH,1,100,30.636
1679956675.236480,191740.000,28261,1,TH,1,100,30.636
1679956675.369480,191873.000,28277,1,TH,1,100,30.533
1679956675.502480,192006.000,28295,1,TH,1,100,30.533
1679956675.636480,192140.000,28328,1,TH,1,100,30.533
1679956675.769480,192273.000,28344,1,TH,1,100,30.533
1679956675.902480,192406.000,28362,1,TH,1,100,30.658
1679956676.036480,192540.000,28393,1,TH,1,100,30.665
1679956676.169480,192673.000,28410,1,TH,1,100,30.566
1679956676.302480,192806.000,28427,1,TH,1,100,30.566
1679956676.436480,192940.000,28459,1,TH,1,100,30.558
1679956676.569480,193073.000,28477,1,TH,1,100,30.558
1679956676.702480,193206.000,28494,1,TH,1,100,30.528
1679956676.835480,193339.000,28526,1,TH,1,100,30.528
1679956676.969480,193473.000,28542,1,TH,1,100,30.578
1679956677.102480,193606.000,28559,1,TH,1,100,30.578
1679956677.235481,193739.000,28576,1,TH,1,100,30.653
1679956677.369481,193873.000,28607,1,TH,1,100,30.653
1679956677.502481,194006.000,28627,1,TH,1,100,30.573
1679956677.636481,194140.000,28645,1,TH,1,100,30.573
1679956677.769481,194273.000,28677,1,TH,1,100,30.618
1679956677.902481,194406.000,28694,1,TH,1,100,30.618
1679956678.035481,194539.000,28710,1,TH,1,100,30.620
1679956678.169481,194673.000,28742,1,TH,1,100,30.620
1679956678.302481,194806.000,28759,1,TH,1,100,30.628
1679956678.435481,194939.000,28775,1,TH,1,100,30.628
1679956678.568481,195072.000,28795,1,TH,1,100,30.598
1679956678.702481,195206.000,28813,1,TH,1,100,30.598
1679956678.835481,195339.000,28831,1,TH,1,100,30.525
1679956678.969481,195473.000,28867,1,TH,1,100,30.532
1679956679.102481,195606.000,28883,1,TH,1,100,30.592
1679956679.235481,195739.000,28901,1,TH,1,100,30.592
1679956679.369481,195873.000,28934,1,TH,1,100,30.637
1679956679.502481,196006.000,28951,1,TH,1,100,30.637
1679956679.635481,196139.000,28970,1,TH,1,100,30.527
1679956679.768481,196272.000,29002,1,TH,1,100,30.527
1679956679.902481,196406.000,29018,1,TH,1,100,30.575
1679956680.035481,196539.000,29035,1,TH,1,100,30.575
1679956680.168481,196672.000,29052,1,TH,1,100,30.614
1679956680.302481,196806.000,29083,1,TH,1,100,30.614
1679956680.435482,196939.000,29100,1,TH,1,100,30.669
1679956680.568481,197072.000,29119,1,TH,1,100,30.669
1679956680.702482,197206.000,29150,1,TH,1,100,30.595
1679956680.835482,197339.000,29168,1,TH,1,100,30.602
1679956680.969482,197473.000,29184,1,TH,1,100,30.684
1679956681.102482,197606.000,29218,1,TH,1,100,30.684
1679956681.235482,197739.000,29235,1,TH,1,100,30.579
1679956681.368482,197872.000,29251,1,TH,1,100,30.579
1679956681.502482,198006.000,29285,1,TH,1,100,30.626
1679956681.635482,198139.000,29302,1,TH,1,100,30.626
1679956681.768482,198272.000,29318,1,TH,1,100,30.666
1679956681.902482,198406.000,29350,1,TH,1,100,30.666
1679956682.035482,198539.000,29367,1,TH,1,100,30.549
1679956682.168482,198672.000,29386,1,TH,1,100,30.549
1679956682.302482,198806.000,29417,1,TH,1,100,30.663
1679956682.435482,198939.000,29437,1,TH,1,100,30.663
1679956682.568482,199072.000,29455,1,TH,1,100,30.656
1679956682.702482,199206.000,29472,1,TH,1,100,30.663
1679956682.835482,199339.000,29504,1,TH,1,100,30.604
1679956682.968482,199472.000,29520,1,TH,1,100,30.604
1679956683.101482,199605.000,29537,1,TH,1,100,30.601
1679956683.235482,199739.000,29571,1,TH,1,100,30.601
1679956683.368482,199872.000,29587,1,TH,1,100,30.616
1679956683.501482,200005.000,29605,1,TH,1,100,30.616
1679956683.635483,200139.000,29638,1,TH,1,100,30.551
1679956683.768482,200272.000,29654,1,TH,1,100,30.551
1679956683.901483,200405.000,29672,1,TH,1,100,30.626
1679956684.035483,200539.000,29705,1,TH,1,100,30.633
1679956684.168483,200672.000,29727,1,TH,1,100,30.605
1679956684.301483,200805.000,29744,1,TH,1,100,30.605
1679956684.435483,200939.000,29760,1,TH,1,100,30.705
1679956684.568483,201072.000,29794,1,TH,1,100,30.705
1679956684.701483,201205.000,29811,1,TH,1,100,30.630
1679956684.835483,201339.000,29828,1,TH,1,100,30.630
1679956684.968483,201472.000,29859,1,TH,1,100,30.690
1679956685.101483,201605.000,29876,1,TH,1,100,30.697
1679956685.235483,201739.000,29893,1,TH,1,100,30.635
1679956685.368483,201872.000,29924,1,TH,1,100,30.628
1679956685.501483,202005.000,29942,1,TH,1,100,30.593
1679956685.635483,202139.000,29960,1,TH,1,100,30.593
1679956685.768483,202272.000,29992,1,TH,1,100,30.618
1679956685.901483,202405.000,30009,1,TH,1,100,30.618
1679956686.035483,202539.000,30025,1,TH,1,100,30.638
1679956686.168483,202672.000,30057,1,TH,1,100,30.645
1679956686.301483,202805.000,30074,1,TH,1,100,30.685
1679956686.435483,202939.000,30090,1,TH,1,100,30.685
1679956686.568483,203072.000,30124,1,TH,1,100,30.607
1679956686.701483,203205.000,30141,1,TH,1,100,30.607
1679956686.835484,203339.000,30158,1,TH,1,100,30.649
1679956686.968484,203472.000,30175,1,TH,1,100,30.642
1679956687.101484,203605.000,30209,1,TH,1,100,30.590
1679956687.234484,203738.000,30225,1,TH,1,100,30.597
1679956687.368484,203872.000,30242,1,TH,1,100,30.627
1679956687.501484,204005.000,30276,1,TH,1,100,30.627
1679956687.634484,204138.000,30292,1,TH,1,100,30.679
1679956687.768484,204272.000,30309,1,TH,1,100,30.679
1679956687.901484,204405.000,30341,1,TH,1,100,30.664
1679956688.034484,204538.000,30357,1,TH,1,100,30.664
1679956688.168484,204672.000,30375,1,TH,1,100,30.644
1679956688.301484,204805.000,30408,1,TH,1,100,30.644
1679956688.434484,204938.000,30424,1,TH,1,100,30.599
1679956688.568484,205072.000,30444,1,TH,1,100,30.607
1679956688.701484,205205.000,30475,1,TH,1,100,30.734
1679956688.834484,205338.000,30492,1,TH,1,100,30.733
1679956688.968484,205472.000,30509,1,TH,1,100,30.629
1679956689.101484,205605.000,30525,1,TH,1,100,30.629
1679956689.234484,205738.000,30564,1,TH,1,100,30.611
1679956689.368484,205872.000,30581,1,TH,1,100,30.611
1679956689.501484,206005.000,30598,1,TH,1,100,30.586
1679956689.634485,206138.000,30631,1,TH,1,100,30.586
1679956689.767484,206271.000,30648,1,TH,1,100,30.601
1679956689.901484,206405.000,30665,1,TH,1,100,30.601
1679956690.034485,206538.000,30698,1,TH,1,100,30.594
1679956690.167485,206671.000,30716,1,TH,1,100,30.594
1679956690.301485,206805.000,30732,1,TH,1,100,30.623
1679956690.434485,206938.000,30764,1,TH,1,100,30.623
1679956690.567485,207071.000,30783,1,TH,1,100,30.708
1679956690.701485,207205.000,30799,1,TH,1,100,30.715
1679956690.834485,207338.000,30831,1,TH,1,100,30.718
1679956690.967485,207471.000,30848,1,TH,1,100,30.718
1679956691.101485,207605.000,30866,1,TH,1,100,30.641
1679956691.234485,207738.000,30884,1,TH,1,100,30.641
1679956691.367485,207871.000,30915,1,TH,1,100,30.613
1679956691.501485,208005.000,30932,1,TH,1,100,30.613
1679956691.634485,208138.000,30951,1,TH,1,100,30.708
1679956691.767485,208271.000,30983,1,TH,1,100,30.708
1679956691.901485,208405.000,30999,1,TH,1,100,30.568
1679956692.034485,208538.000,31016,1,TH,1,100,30.575
1679956692.167485,208671.000,31048,1,TH,1,100,30.565
1679956692.301485,208805.000,31064,1,TH,1,100,30.565
1679956692.434485,208938.000,31081,1,TH,1,100,30.690
1679956692.567485,209071.000,31115,1,TH,1,100,30.690
1679956692.701485,209205.000,31131,1,TH,1,100,30.590
1679956692.834486,209338.000,31149,1,TH,1,100,30.590
1679956692.967485,209471.000,31182,1,TH,1,100,30.717
1679956693.100486,209604.000,31198,1,TH,1,100,30.717
1679956693.234486,209738.000,31216,1,TH,1,100,30.630
1679956693.367486,209871.000,31247,1,TH,1,100,30.637
1679956693.500486,210004.000,31266,1,TH,1,100,30.737
1679956693.634486,210138.000,31283,1,TH,1,100,30.737
1679956693.767486,210271.000,31299,1,TH,1,100,30.724
1679956693.901486,210405.000,31331,1,TH,1,100,30.724
1679956694.034486,210538.000,31348,1,TH,1,100,30.729
1679956694.167486,210671.000,31365,1,TH,1,100,30.729
1679956694.300486,210804.000,31401,1,TH,1,100,30.680
1679956694.434486,210938.000,31419,1,TH,1,100,30.680
1679956694.567486,211071.000,31437,1,TH,1,100,30.672
1679956694.700486,211204.000,31454,1,TH,1,100,30.672
1679956694.834486,211338.000,31486,1,TH,1,100,30.669
1679956694.967486,211471.000,31504,1,TH,1,100,30.669
1679956695.100486,211604.000,31521,1,TH,1,100,30.657
1679956695.234486,211738.000,31553,1,TH,1,100,30.664
1679956695.367486,211871.000,31569,1,TH,1,100,30.701
1679956695.500486,212004.000,31587,1,TH,1,100,30.701
1679956695.634486,212138.000,31620,1,TH,1,100,30.661
1679956695.767486,212271.000,31636,1,TH,1,100,30.661
1679956695.900486,212404.000,31654,1,TH,1,100,30.686
1679956696.034487,212538.000,31670,1,TH,1,100,30.686
1679956696.167487,212671.000,31702,1,TH,1,100,30.791
1679956696.300487,212804.000,31719,1,TH,1,100,30.791
1679956696.433487,212937.000,31735,1,TH,1,100,30.639
1679956696.567487,213071.000,31769,1,TH,1,100,30.639
1679956696.700487,213204.000,31786,1,TH,1,100,30.674
1679956696.833487,213337.000,31803,1,TH,1,100,30.674
1679956696.967487,213471.000,31836,1,TH,1,100,30.783
1679956697.100487,213604.000,31853,1,TH,1,100,30.791
1679956697.233487,213737.000,31870,1,TH,1,100,30.721
1679956697.367487,213871.000,31901,1,TH,1,100,30.721
1679956697.500487,214004.000,31919,1,TH,1,100,30.671
1679956697.634487,214138.000,31937,1,TH,1,100,30.671
1679956697.767487,214271.000,31969,1,TH,1,100,30.761
1679956697.900487,214404.000,31986,1,TH,1,100,30.761
1679956698.033487,214537.000,32002,1,TH,1,100,30.668
1679956698.167487,214671.000,32034,1,TH,1,100,30.668
1679956698.300487,214804.000,32051,1,TH,1,100,30.778
1679956698.433487,214937.000,32067,1,TH,1,100,30.785
1679956698.567487,215071.000,32087,1,TH,1,100,30.725
1679956698.700487,215204.000,32118,1,TH,1,100,30.725
1679956698.833488,215337.000,32135,1,TH,1,100,30.708
1679956698.967488,215471.000,32152,1,TH,1,100,30.708
1679956699.100487,215604.000,32186,1,TH,1,100,30.748
1679956699.233488,215737.000,32202,1,TH,1,100,30.748
1679956699.367488,215871.000,32219,1,TH,1,100,30.767
1679956699.500488,216004.000,32258,1,TH,1,100,30.767
1679956699.633488,216137.000,32274,1,TH,1,100,30.770
1679956699.766488,216270.000,32291,1,TH,1,100,30.777
1679956699.900488,216404.000,32323,1,TH,1,100,30.690
1679956700.033488,216537.000,32339,1,TH,1,100,30.690
1679956700.166488,216670.000,32357,1,TH,1,100,30.710
1679956700.300488,216804.000,32388,1,TH,1,100,30.710
1679956700.433488,216937.000,32404,1,TH,1,100,30.772
1679956700.566488,217070.000,32424,1,TH,1,100,30.772
1679956700.700488,217204.000,32440,1,TH,1,100,30.732
1679956700.833488,217337.000,32472,1,TH,1,100,30.732
1679956700.966488,217470.000,32491,1,TH,1,100,30.729
1679956701.100488,217604.000,32507,1,TH,1,100,30.729
1679956701.233488,217737.000,32539,1,TH,1,100,30.787
1679956701.366488,217870.000,32556,1,TH,1,100,30.787
1679956701.500488,218004.000,32573,1,TH,1,100,30.767
1679956701.633488,218137.000,32606,1,TH,1,100,30.774
1679956701.766488,218270.000,32623,1,TH,1,100,30.732
1679956701.900488,218404.000,32640,1,TH,1,100,30.732
1679956702.033489,218537.000,32671,1,TH,1,100,30.689
1679956702.166488,218670.000,32689,1,TH,1,100,30.689
1679956702.300488,218804.000,32705,1,TH,1,100,30.831
1679956702.433489,218937.000,32737,1,TH,1,100,30.831
1679956702.566489,219070.000,32756,1,TH,1,100,30.692
1679956702.700489,219204.000,32772,1,TH,1,100,30.692
1679956702.833489,219337.000,32806,1,TH,1,100,30.834
1679956702.966489,219470.000,32823,1,TH,1,100,30.841
1679956703.100489,219604.000,32839,1,TH,1,100,30.796
1679956703.233489,219737.000,32857,1,TH,1,100,30.796
1679956703.366489,219870.000,32888,1,TH,1,100,30.744
1679956703.500489,220004.000,32905,1,TH,1,100,30.744
1679956703.633489,220137.000,32924,1,TH,1,100,30.721
1679956703.766489,220270.000,32956,1,TH,1,100,30.721
1679956703.899489,220403.000,32972,1,TH,1,100,30.868
1679956704.033489,220537.000,32989,1,TH,1,100,30.868
1679956704.166489,220670.000,33021,1,TH,1,100,30.788
1679956704.299489,220803.000,33037,1,TH,1,100,30.788
1679956704.433489,220937.000,33054,1,TH,1,100,30.813
1679956704.566489,221070.000,33093,2,TH,1,100,30.820
1679956704.699489,221203.000,33093,2,TH,1,100,30.825
1679956704.833489,221337.000,33113,1,TH,1,100,30.825
1679956704.966489,221470.000,33144,1,TH,1,100,30.766
1679956705.099489,221603.000,33160,1,TH,1,100,30.766
1679956705.233490,221737.000,33178,1,TH,1,100,30.892
1679956705.366489,221870.000,33209,1,TH,1,100,30.892
1679956705.499490,222003.000,33226,1,TH,1,100,30.828
1679956705.633490,222137.000,33245,1,TH,1,100,30.828
1679956705.766490,222270.000,33277,1,TH,1,100,30.748
1679956705.899490,222403.000,33293,1,TH,1,100,30.748
1679956706.033490,222537.000,33310,1,TH,1,100,30.733
1679956706.166490,222670.000,33342,1,TH,1,100,30.733
1679956706.299490,222803.000,33358,1,TH,1,100,30.783
1679956706.433490,222937.000,33375,1,TH,1,100,30.790
1679956706.566490,223070.000,33409,1,TH,1,100,30.852
1679956706.699490,223203.000,33427,1,TH,1,100,30.852
1679956706.832490,223336.000,33445,1,TH,1,100,30.800
1679956706.966490,223470.000,33461,1,TH,1,100,30.800
1679956707.099490,223603.000,33493,1,TH,1,100,30.785
1679956707.232490,223736.000,33510,1,TH,1,100,30.785
1679956707.366490,223870.000,33526,1,TH,1,100,30.864
1679956707.499490,224003.000,33560,1,TH,1,100,30.864
1679956707.632490,224136.000,33577,1,TH,1,100,30.807
1679956707.766490,224270.000,33593,1,TH,1,100,30.815
1679956707.899490,224403.000,33625,1,TH,1,100,30.849
1679956708.032490,224536.000,33642,1,TH,1,100,30.849
1679956708.166490,224670.000,33659,1,TH,1,100,30.867
1679956708.299490,224803.000,33690,1,TH,1,100,30.867
1679956708.432491,224936.000,33707,1,TH,1,100,30.799
1679956708.566491,225070.000,33726,1,TH,1,100,30.799
1679956708.699491,225203.000,33757,1,TH,1,100,30.822
1679956708.832491,225336.000,33777,1,TH,1,100,30.822
1679956708.966491,225470.000,33793,1,TH,1,100,30.834
1679956709.099491,225603.000,33825,1,TH,1,100,30.841
1679956709.232491,225736.000,33842,1,TH,1,100,30.831
1679956709.366491,225870.000,33858,1,TH,1,100,30.831
1679956709.499491,226003.000,33876,1,TH,1,100,30.866
1679956709.632491,226136.000,33909,1,TH,1,100,30.866
1679956709.765491,226269.000,33930,1,TH,1,100,30.806
1679956709.899491,226403.000,33946,1,TH,1,100,30.806
1679956710.032491,226536.000,33963,1,TH,1,100,30.911
1679956710.165491,226669.000,33995,1,TH,1,100,30.911
1679956710.299491,226803.000,34011,1,TH,1,100,30.878
1679956710.432491,226936.000,34028,1,TH,1,100,30.878
1679956710.566491,227070.000,34064,1,TH,1,100,30.848
1679956710.699491,227203.000,34080,1,TH,1,100,30.849
1679956710.832491,227336.000,34098,1,TH,1,100,30.873
1679956710.965491,227469.000,34129,1,TH,1,100,30.881
1679956711.099491,227603.000,34145,1,TH,1,100,30.823
1679956711.232491,227736.000,34163,1,TH,1,100,30.823
1679956711.365491,227869.000,34179,1,TH,1,100,30.893
1679956711.499491,228003.000,34215,1,TH,1,100,30.893
1679956711.632492,228136.000,34232,1,TH,1,100,30.853
1679956711.765491,228269.000,34248,1,TH,1,100,30.853
1679956711.899492,228403.000,34280,1,TH,1,100,30.858
1679956712.032492,228536.000,34297,1,TH,1,100,30.858
1679956712.165492,228669.000,34314,1,TH,1,100,30.950
1679956712.299492,228803.000,34345,1,TH,1,100,30.950
1679956712.432492,228936.000,34364,1,TH,1,100,30.843
1679956712.565492,229069.000,34383,1,TH,1,100,30.843
1679956712.699492,229203.000,34414,1,TH,1,100,30.868
1679956712.832492,229336.000,34432,1,TH,1,100,30.875
1679956712.965492,229469.000,34448,1,TH,1,100,30.900
1679956713.098492,229602.000,34480,1,TH,1,100,30.900
1679956713.232492,229736.000,34497,1,TH,1,100,30.763
1679956713.365492,229869.000,34513,1,TH,1,100,30.763
1679956713.498492,230002.000,34531,1,TH,1,100,30.828
1679956713.632492,230136.000,34549,1,TH,1,100,30.828
1679956713.765492,230269.000,34583,1,TH,1,100,30.873
1679956713.898492,230402.000,34600,1,TH,1,100,30.872
1679956714.032492,230536.000,34616,1,TH,1,100,30.897
1679956714.165492,230669.000,34648,1,TH,1,100,30.897
1679956714.298492,230802.000,34665,1,TH,1,100,30.773
1679956714.432492,230936.000,34681,1,TH,1,100,30.780
1679956714.565492,231069.000,34699,1,TH,1,100,30.900
1679956714.698493,231202.000,34732,1,TH,1,100,30.900
1679956714.832493,231336.000,34756,1,TH,1,100,30.882
1679956714.965492,231469.000,34773,1,TH,1,100,30.882
1679956715.098493,231602.000,34789,1,TH,1,100,30.892
1679956715.232493,231736.000,34807,1,TH,1,100,30.892
1679956715.365493,231869.000,34840,1,TH,1,100,30.894
1679956715.498493,232002.000,34859,1,TH,1,100,30.894
1679956715.632493,232136.000,34878,1,TH,1,100,30.837
1679956715.765493,232269.000,34910,1,TH,1,100,30.837
1679956715.898493,232402.000,34926,1,TH,1,100,30.830
1679956716.032493,232536.000,34943,1,TH,1,100,30.837
1679956716.165493,232669.000,34960,1,TH,1,100,30.872
1679956716.298493,232802.000,34993,1,TH,1,100,30.864
1679956716.431493,232935.000,35010,1,TH,1,100,30.852
1679956716.565493,233069.000,35029,1,TH,1,100,30.859
1679956716.698493,233202.000,35060,1,TH,1,100,30.874
1679956716.831493,233335.000,35078,1,TH,1,100,30.874
1679956716.965493,233469.000,35094,1,TH,1,100,30.939
1679956717.098493,233602.000,35126,1,TH,1,100,30.939
1679956717.231493,233735.000,35143,1,TH,1,100,30.914
1679956717.365493,233869.000,35159,1,TH,1,100,30.914
1679956717.498493,234002.000,35193,1,TH,1,100,30.926
1679956717.631494,234135.000,35210,1,TH,1,100,30.926
1679956717.765493,234269.000,35226,1,TH,1,100,30.774
1679956717.898494,234402.000,35258,1,TH,1,100,30.782
1679956718.031494,234535.000,35275,1,TH,1,100,30.883
1679956718.165494,234669.000,35292,1,TH,1,100,30.883
1679956718.298494,234802.000,35323,1,TH,1,100,30.948
1679956718.431494,234935.000,35341,1,TH,1,100,30.948
1679956718.565494,235069.000,35359,1,TH,1,100,30.995
1679956718.698494,235202.000,35378,1,TH,1,100,30.995
1679956718.831494,235335.000,35410,1,TH,1,100,30.893
