LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TH
1678139955.833383,143229.000,21392,1,TH,1,100,28.994
1678139955.966384,143362.000,21410,1,TH,1,100,28.994
1678139956.099384,143495.000,21426,1,TH,1,100,28.924
1678139956.233385,143629.000,21450,1,TH,1,100,28.924
1678139956.366385,143762.000,21484,1,TH,1,100,29.007
1678139956.499386,143895.000,21500,1,TH,1,100,29.007
1678139956.633386,144029.000,21518,1,TH,1,100,29.068
1678139956.766387,144162.000,21549,1,TH,1,100,29.068
1678139956.899387,144295.000,21565,1,TH,1,100,28.997
1678139957.033388,144429.000,21583,1,TH,1,100,28.997
1678139957.166388,144562.000,21614,1,TH,1,100,28.972
1678139957.299389,144695.000,21633,1,TH,1,100,28.972
1678139957.433389,144829.000,21652,1,TH,1,100,28.975
1678139957.566390,144962.000,21684,1,TH,1,100,28.975
1678139957.699390,145095.000,21700,1,TH,1,100,28.970
1678139957.833391,145229.000,21717,1,TH,1,100,28.970
1678139957.966391,145362.000,21749,1,TH,1,100,29.073
1678139958.099392,145495.000,21765,1,TH,1,100,29.073
1678139958.233392,145629.000,21782,1,TH,1,100,29.025
1678139958.366393,145762.000,21801,1,TH,1,100,29.025
1678139958.499393,145895.000,21834,1,TH,1,100,29.009
1678139958.632394,146028.000,21852,1,TH,1,100,29.009
1678139958.766394,146162.000,21868,1,TH,1,100,28.916
1678139958.899395,146295.000,21900,1,TH,1,100,28.916
1678139959.033395,146429.000,21917,1,TH,1,100,28.936
1678139959.166396,146562.000,21933,1,TH,1,100,28.936
1678139959.299397,146695.000,21969,1,TH,1,100,28.972
1678139959.432397,146828.000,21986,1,TH,1,100,28.972
1678139959.566397,146962.000,22002,1,TH,1,100,28.954
1678139959.699398,147095.000,22036,1,TH,1,100,28.954
1678139959.832398,147228.000,22053,1,TH,1,100,29.002
1678139959.966399,147362.000,22070,1,TH,1,100,29.002
1678139960.099399,147495.000,22101,1,TH,1,100,29.098
1678139960.233400,147629.000,22119,1,TH,1,100,29.106
1678139960.366400,147762.000,22137,1,TH,1,100,28.946
1678139960.499401,147895.000,22154,1,TH,1,100,28.946
1678139960.632401,148028.000,22186,1,TH,1,100,28.910
1678139960.766402,148162.000,22202,1,TH,1,100,28.910
1678139960.899402,148295.000,22219,1,TH,1,100,28.961
1678139961.032403,148428.000,22251,1,TH,1,100,28.961
1678139961.166404,148562.000,22267,1,TH,1,100,29.017
1678139961.299404,148695.000,22290,1,TH,1,100,29.017
1678139961.432405,148828.000,22323,1,TH,1,100,29.098
1678139961.566405,148962.000,22339,1,TH,1,100,29.098
1678139961.699405,149095.000,22357,1,TH,1,100,28.953
1678139961.832406,149228.000,22388,1,TH,1,100,28.953
1678139961.966407,149362.000,22405,1,TH,1,100,29.027
1678139962.099407,149495.000,22422,1,TH,1,100,29.027
1678139962.232408,149628.000,22456,1,TH,1,100,29.072
1678139962.365408,149761.000,22474,1,TH,1,100,29.072
1678139962.499408,149895.000,22491,1,TH,1,100,29.017
1678139962.632409,150028.000,22508,1,TH,1,100,29.017
1678139962.765409,150161.000,22539,1,TH,1,100,28.994
1678139962.899410,150295.000,22556,1,TH,1,100,28.994
1678139963.032410,150428.000,22573,1,TH,1,100,29.027
1678139963.165411,150561.000,22604,1,TH,1,100,29.027
1678139963.299412,150695.000,22622,1,TH,1,100,28.936
1678139963.432412,150828.000,22640,1,TH,1,100,28.943
1678139963.565413,150961.000,22672,1,TH,1,100,29.009
1678139963.699413,151095.000,22689,1,TH,1,100,29.001
1678139963.832413,151228.000,22705,1,TH,1,100,29.080
1678139963.965414,151361.000,22737,1,TH,1,100,29.080
1678139964.099415,151495.000,22754,1,TH,1,100,29.029
1678139964.232415,151628.000,22770,1,TH,1,100,29.029
1678139964.365416,151761.000,22804,1,TH,1,100,29.024
1678139964.499416,151895.000,22821,1,TH,1,100,29.031
1678139964.632416,152028.000,22838,1,TH,1,100,29.077
1678139964.765417,152161.000,22855,1,TH,1,100,29.077
1678139964.899418,152295.000,22887,1,TH,1,100,29.038
1678139965.032418,152428.000,22903,1,TH,1,100,29.038
1678139965.165419,152561.000,22922,1,TH,1,100,29.046
1678139965.299419,152695.000,22956,1,TH,1,100,29.046
1678139965.432420,152828.000,22972,1,TH,1,100,29.021
1678139965.565420,152961.000,22989,1,TH,1,100,29.021
1678139965.699420,153095.000,23021,1,TH,1,100,29.077
1678139965.832421,153228.000,23037,1,TH,1,100,29.077
1678139965.965421,153361.000,23055,1,TH,1,100,29.041
1678139966.099422,153495.000,23088,1,TH,1,100,29.041
1678139966.232423,153628.000,23104,1,TH,1,100,28.965
1678139966.365423,153761.000,23129,1,TH,1,100,28.965
1678139966.498424,153894.000,23145,1,TH,1,100,29.084
1678139966.632424,154028.000,23177,1,TH,1,100,29.091
1678139966.765424,154161.000,23194,1,TH,1,100,29.010
1678139966.898425,154294.000,23210,1,TH,1,100,29.010
1678139967.032426,154428.000,23242,1,TH,1,100,29.002
1678139967.165426,154561.000,23259,1,TH,1,100,29.002
1678139967.298427,154694.000,23278,1,TH,1,100,29.058
1678139967.432427,154828.000,23311,1,TH,1,100,29.058
1678139967.565428,154961.000,23328,1,TH,1,100,28.997
1678139967.698428,155094.000,23345,1,TH,1,100,28.997
1678139967.832429,155228.000,23376,1,TH,1,100,29.083
1678139967.965429,155361.000,23394,1,TH,1,100,29.083
1678139968.098430,155494.000,23410,1,TH,1,100,29.017
1678139968.232430,155628.000,23444,1,TH,1,100,29.017
1678139968.365431,155761.000,23465,1,TH,1,100,28.992
1678139968.498431,155894.000,23481,1,TH,1,100,28.992
1678139968.631432,156027.000,23499,1,TH,1,100,29.068
1678139968.765432,156161.000,23530,1,TH,1,100,29.075
1678139968.898433,156294.000,23546,1,TH,1,100,29.098
1678139969.031433,156427.000,23564,1,TH,1,100,29.098
1678139969.165434,156561.000,23595,1,TH,1,100,28.956
1678139969.298434,156694.000,23614,1,TH,1,100,28.956
1678139969.431435,156827.000,23633,1,TH,1,100,28.936
1678139969.565435,156961.000,23665,1,TH,1,100,28.936
1678139969.698436,157094.000,23681,1,TH,1,100,28.986
1678139969.831436,157227.000,23698,1,TH,1,100,28.986
1678139969.965437,157361.000,23730,1,TH,1,100,29.108
1678139970.098437,157494.000,23746,1,TH,1,100,29.108
1678139970.231438,157627.000,23763,1,TH,1,100,29.064
1678139970.365438,157761.000,23799,1,TH,1,100,29.064
1678139970.498439,157894.000,23815,1,TH,1,100,29.007
1678139970.631439,158027.000,23833,1,TH,1,100,29.007
1678139970.765440,158161.000,23849,1,TH,1,100,28.978
1678139970.898440,158294.000,23881,1,TH,1,100,28.986
1678139971.031441,158427.000,23898,1,TH,1,100,29.006
1678139971.165441,158561.000,23914,1,TH,1,100,29.006
1678139971.298442,158694.000,23948,1,TH,1,100,29.069
1678139971.431442,158827.000,23965,1,TH,1,100,29.069
1678139971.565443,158961.000,23985,1,TH,1,100,29.125
1678139971.698443,159094.000,24002,1,TH,1,100,29.125
1678139971.831444,159227.000,24033,1,TH,1,100,29.016
1678139971.964444,159360.000,24051,1,TH,1,100,29.016
1678139972.098445,159494.000,24067,1,TH,1,100,29.092
1678139972.231445,159627.000,24084,1,TH,1,100,29.092
1678139972.365446,159761.000,24118,1,TH,1,100,29.082
1678139972.498446,159894.000,24134,1,TH,1,100,29.082
1678139972.631447,160027.000,24152,1,TH,1,100,29.077
1678139972.764447,160160.000,24183,1,TH,1,100,29.077
1678139972.898448,160294.000,24199,1,TH,1,100,29.056
1678139973.031448,160427.000,24217,1,TH,1,100,29.056
1678139973.165449,160561.000,24252,1,TH,1,100,29.043
1678139973.298449,160694.000,24269,1,TH,1,100,29.051
1678139973.431450,160827.000,24288,1,TH,1,100,29.127
1678139973.564450,160960.000,24320,1,TH,1,100,29.127
1678139973.698451,161094.000,24336,1,TH,1,100,29.056
1678139973.831451,161227.000,24353,1,TH,1,100,29.056
1678139973.964452,161360.000,24387,1,TH,1,100,29.060
1678139974.098452,161494.000,24403,1,TH,1,100,29.060
1678139974.231453,161627.000,24420,1,TH,1,100,29.088
1678139974.364453,161760.000,24456,1,TH,1,100,29.088
1678139974.498454,161894.000,24472,1,TH,1,100,28.967
1678139974.631454,162027.000,24490,1,TH,1,100,28.967
1678139974.764455,162160.000,24506,1,TH,1,100,29.114
1678139974.898455,162294.000,24538,1,TH,1,100,29.114
1678139975.031456,162427.000,24555,1,TH,1,100,29.012
1678139975.164456,162560.000,24573,1,TH,1,100,29.012
1678139975.298457,162694.000,24607,1,TH,1,100,28.977
1678139975.431457,162827.000,24624,1,TH,1,100,28.984
1678139975.564458,162960.000,24640,1,TH,1,100,29.075
1678139975.697458,163093.000,24672,1,TH,1,100,29.075
1678139975.831459,163227.000,24689,1,TH,1,100,29.001
1678139975.964459,163360.000,24708,1,TH,1,100,29.002
1678139976.097460,163493.000,24739,1,TH,1,100,29.002
1678139976.231460,163627.000,24756,1,TH,1,100,29.002
1678139976.364461,163760.000,24775,1,TH,1,100,29.088
1678139976.497461,163893.000,24806,1,TH,1,100,29.088
1678139976.631462,164027.000,24833,1,TH,1,100,29.113
1678139976.764462,164160.000,24849,1,TH,1,100,29.113
1678139976.897463,164293.000,24866,1,TH,1,100,29.145
1678139977.031463,164427.000,24898,1,TH,1,100,29.145
1678139977.164464,164560.000,24914,1,TH,1,100,28.902
1678139977.297464,164693.000,24932,1,TH,1,100,28.910
1678139977.431465,164827.000,24965,1,TH,1,100,28.973
1678139977.564465,164960.000,24981,1,TH,1,100,28.973
1678139977.697466,165093.000,24999,1,TH,1,100,29.016
1678139977.831466,165227.000,25015,1,TH,1,100,29.016
1678139977.964467,165360.000,25047,1,TH,1,100,29.049
1678139978.097467,165493.000,25064,1,TH,1,100,29.049
1678139978.231468,165627.000,25080,1,TH,1,100,29.049
1678139978.364468,165760.000,25114,1,TH,1,100,29.049
1678139978.497469,165893.000,25131,1,TH,1,100,29.122
1678139978.631469,166027.000,25148,1,TH,1,100,29.122
1678139978.764470,166160.000,25179,1,TH,1,100,29.099
1678139978.897470,166293.000,25196,1,TH,1,100,29.099
1678139979.031471,166427.000,25213,1,TH,1,100,29.109
1678139979.164471,166560.000,25244,1,TH,1,100,29.116
1678139979.297472,166693.000,25262,1,TH,1,100,29.099
1678139979.430472,166826.000,25280,1,TH,1,100,29.099
1678139979.564473,166960.000,25312,1,TH,1,100,29.061
1678139979.697473,167093.000,25331,1,TH,1,100,29.061
1678139979.830474,167226.000,25349,1,TH,1,100,29.048
1678139979.964474,167360.000,25381,1,TH,1,100,29.048
1678139980.097475,167493.000,25398,1,TH,1,100,29.119
1678139980.230475,167626.000,25414,1,TH,1,100,29.119
1678139980.364476,167760.000,25434,1,TH,1,100,28.992
1678139980.497476,167893.000,25467,1,TH,1,100,28.992
1678139980.630477,168026.000,25484,1,TH,1,100,29.098
1678139980.764477,168160.000,25501,1,TH,1,100,29.106
1678139980.897478,168293.000,25533,1,TH,1,100,29.055
1678139981.030478,168426.000,25549,1,TH,1,100,29.055
1678139981.164479,168560.000,25566,1,TH,1,100,29.062
1678139981.297479,168693.000,25600,1,TH,1,100,29.062
1678139981.430480,168826.000,25616,1,TH,1,100,29.062
1678139981.564480,168960.000,25635,1,TH,1,100,29.062
1678139981.697481,169093.000,25672,2,TH,1,100,29.098
1678139981.830481,169226.000,25672,2,TH,1,100,29.098
1678139981.964482,169360.000,25704,1,TH,1,100,29.027
1678139982.097482,169493.000,25720,1,TH,1,100,29.027
1678139982.230483,169626.000,25737,1,TH,1,100,29.105
1678139982.363483,169759.000,25771,1,TH,1,100,29.105
1678139982.497484,169893.000,25787,1,TH,1,100,29.103
1678139982.630484,170026.000,25805,1,TH,1,100,29.110
1678139982.763485,170159.000,25836,1,TH,1,100,29.127
1678139982.897485,170293.000,25853,1,TH,1,100,29.127
1678139983.030486,170426.000,25870,1,TH,1,100,29.107
1678139983.163486,170559.000,25886,1,TH,1,100,29.107
1678139983.297487,170693.000,25920,1,TH,1,100,29.013
1678139983.430487,170826.000,25937,1,TH,1,100,29.013
1678139983.563488,170959.000,25953,1,TH,1,100,29.018
1678139983.697489,171093.000,25985,1,TH,1,100,29.018
1678139983.830489,171226.000,26002,1,TH,1,100,29.011
1678139983.963490,171359.000,26019,1,TH,1,100,29.011
1678139984.097490,171493.000,26050,1,TH,1,100,29.079
1678139984.230490,171626.000,26067,1,TH,1,100,29.086
1678139984.363491,171759.000,26086,1,TH,1,100,29.056
1678139984.497491,171893.000,26117,1,TH,1,100,29.056
1678139984.630492,172026.000,26135,1,TH,1,100,29.101
1678139984.763492,172159.000,26153,1,TH,1,100,29.101
1678139984.897493,172293.000,26170,1,TH,1,100,29.157
1678139985.030493,172426.000,26202,1,TH,1,100,29.157
1678139985.163494,172559.000,26218,1,TH,1,100,29.015
1678139985.297494,172693.000,26236,1,TH,1,100,29.015
1678139985.430495,172826.000,26254,1,TH,1,100,29.169
1678139985.563495,172959.000,26286,1,TH,1,100,29.169
1678139985.696496,173092.000,26303,1,TH,1,100,29.177
1678139985.830497,173226.000,26319,1,TH,1,100,29.177
1678139985.963497,173359.000,26351,1,TH,1,100,29.058
1678139986.096498,173492.000,26368,1,TH,1,100,29.065
1678139986.230498,173626.000,26386,1,TH,1,100,29.131
1678139986.363498,173759.000,26420,1,TH,1,100,29.131
1678139986.496499,173892.000,26437,1,TH,1,100,29.143
1678139986.630500,174026.000,26454,1,TH,1,100,29.143
1678139986.763500,174159.000,26491,2,TH,1,100,29.138
1678139986.896501,174292.000,26491,2,TH,1,100,29.138
1678139987.030501,174426.000,26508,1,TH,1,100,29.159
1678139987.163502,174559.000,26539,1,TH,1,100,29.159
1678139987.296502,174692.000,26557,1,TH,1,100,29.156
1678139987.430502,174826.000,26575,1,TH,1,100,29.156
1678139987.563503,174959.000,26592,1,TH,1,100,29.133
1678139987.696503,175092.000,26624,1,TH,1,100,29.140
1678139987.830504,175226.000,26640,1,TH,1,100,29.161
1678139987.963505,175359.000,26658,1,TH,1,100,29.161
1678139988.096505,175492.000,26689,1,TH,1,100,29.201
1678139988.230505,175626.000,26705,1,TH,1,100,29.201
1678139988.363506,175759.000,26727,1,TH,1,100,29.184
1678139988.496506,175892.000,26758,1,TH,1,100,29.184
1678139988.629507,176025.000,26775,1,TH,1,100,29.208
1678139988.763508,176159.000,26792,1,TH,1,100,29.208
1678139988.896508,176292.000,26824,1,TH,1,100,29.075
1678139989.029509,176425.000,26840,1,TH,1,100,29.075
1678139989.163509,176559.000,26857,1,TH,1,100,29.095
1678139989.296510,176692.000,26891,1,TH,1,100,29.095
1678139989.429510,176825.000,26909,1,TH,1,100,29.117
1678139989.563511,176959.000,26926,1,TH,1,100,29.117
1678139989.696511,177092.000,26943,1,TH,1,100,29.173
1678139989.829512,177225.000,26974,1,TH,1,100,29.173
1678139989.963512,177359.000,26992,1,TH,1,100,29.158
1678139990.096513,177492.000,27008,1,TH,1,100,29.158
1678139990.229513,177625.000,27040,1,TH,1,100,29.224
1678139990.363513,177759.000,27059,1,TH,1,100,29.231
1678139990.496514,177892.000,27075,1,TH,1,100,29.101
1678139990.629514,178025.000,27107,1,TH,1,100,29.101
1678139990.763515,178159.000,27124,1,TH,1,100,29.180
1678139990.896516,178292.000,27140,1,TH,1,100,29.180
1678139991.029516,178425.000,27172,1,TH,1,100,29.190
1678139991.163517,178559.000,27189,1,TH,1,100,29.190
1678139991.296517,178692.000,27206,1,TH,1,100,29.132
1678139991.429518,178825.000,27239,1,TH,1,100,29.132
1678139991.563518,178959.000,27256,1,TH,1,100,29.192
1678139991.696519,179092.000,27273,1,TH,1,100,29.192
1678139991.829519,179225.000,27290,1,TH,1,100,29.225
1678139991.963520,179359.000,27331,1,TH,1,100,29.225
1678139992.096520,179492.000,27347,1,TH,1,100,29.198
1678139992.229521,179625.000,27364,1,TH,1,100,29.198
1678139992.363521,179759.000,27398,1,TH,1,100,29.167
1678139992.496522,179892.000,27414,1,TH,1,100,29.174
1678139992.629522,180025.000,27432,1,TH,1,100,29.156
1678139992.763523,180159.000,27463,1,TH,1,100,29.156
1678139992.896523,180292.000,27479,1,TH,1,100,29.232
1678139993.029524,180425.000,27497,1,TH,1,100,29.232
1678139993.162524,180558.000,27530,1,TH,1,100,29.166
1678139993.296525,180692.000,27547,1,TH,1,100,29.166
1678139993.429525,180825.000,27566,1,TH,1,100,29.212
1678139993.562526,180958.000,27598,1,TH,1,100,29.212
1678139993.696526,181092.000,27616,1,TH,1,100,29.179
1678139993.829527,181225.000,27633,1,TH,1,100,29.179
1678139993.962527,181358.000,27650,1,TH,1,100,29.159
1678139994.096528,181492.000,27681,1,TH,1,100,29.159
1678139994.229528,181625.000,27698,1,TH,1,100,29.229
1678139994.362529,181758.000,27717,1,TH,1,100,29.237
1678139994.496529,181892.000,27748,1,TH,1,100,29.249
1678139994.629530,182025.000,27766,1,TH,1,100,29.249
1678139994.762530,182158.000,27784,1,TH,1,100,29.140
1678139994.896531,182292.000,27816,1,TH,1,100,29.133
1678139995.029531,182425.000,27833,1,TH,1,100,29.219
1678139995.162532,182558.000,27849,1,TH,1,100,29.226
1678139995.296532,182692.000,27883,1,TH,1,100,28.994
1678139995.429533,182825.000,27900,1,TH,1,100,28.994
1678139995.562533,182958.000,27916,1,TH,1,100,29.193
1678139995.695534,183091.000,27948,1,TH,1,100,29.193
1678139995.829534,183225.000,27965,1,TH,1,100,29.181
1678139995.962535,183358.000,27982,1,TH,1,100,29.181
1678139996.096535,183492.000,27999,1,TH,1,100,29.143
1678139996.229536,183625.000,28031,1,TH,1,100,29.143
1678139996.362536,183758.000,28049,1,TH,1,100,29.254
1678139996.495537,183891.000,28066,1,TH,1,100,29.254
1678139996.629537,184025.000,28098,1,TH,1,100,29.180
1678139996.762538,184158.000,28114,1,TH,1,100,29.188
1678139996.895538,184291.000,28131,1,TH,1,100,29.145
1678139997.029539,184425.000,28168,1,TH,1,100,29.145
1678139997.162539,184558.000,28184,1,TH,1,100,29.188
1678139997.295540,184691.000,28204,1,TH,1,100,29.188
1678139997.429540,184825.000,28237,1,TH,1,100,29.137
1678139997.562541,184958.000,28253,1,TH,1,100,29.137
1678139997.695541,185091.000,28271,1,TH,1,100,29.183
1678139997.829542,185225.000,28302,1,TH,1,100,29.182
1678139997.962542,185358.000,28319,1,TH,1,100,29.218
1678139998.095543,185491.000,28336,1,TH,1,100,29.218
1678139998.228543,185624.000,28352,1,TH,1,100,29.157
1678139998.362544,185758.000,28386,1,TH,1,100,29.157
1678139998.495544,185891.000,28403,1,TH,1,100,29.167
1678139998.629545,186025.000,28420,1,TH,1,100,29.167
1678139998.762545,186158.000,28451,1,TH,1,100,29.127
1678139998.895546,186291.000,28468,1,TH,1,100,29.134
1678139999.028546,186424.000,28487,1,TH,1,100,29.281
1678139999.162547,186558.000,28518,1,TH,1,100,29.281
1678139999.295547,186691.000,28536,1,TH,1,100,29.230
1678139999.428548,186824.000,28554,1,TH,1,100,29.230
1678139999.562548,186958.000,28586,1,TH,1,100,29.205
1678139999.695549,187091.000,28603,1,TH,1,100,29.205
1678139999.828549,187224.000,28621,1,TH,1,100,29.295
1678139999.962550,187358.000,28653,1,TH,1,100,29.295
1678140000.095550,187491.000,28670,1,TH,1,100,29.202
1678140000.228551,187624.000,28686,1,TH,1,100,29.202
1678140000.362551,187758.000,28720,1,TH,1,100,29.156
1678140000.495552,187891.000,28737,1,TH,1,100,29.157
1678140000.628552,188024.000,28754,1,TH,1,100,29.192
1678140000.762553,188158.000,28771,1,TH,1,100,29.199
1678140000.895553,188291.000,28803,1,TH,1,100,29.171
1678140001.028554,188424.000,28819,1,TH,1,100,29.171
1678140001.162554,188558.000,28836,1,TH,1,100,29.206
1678140001.295555,188691.000,28870,1,TH,1,100,29.206
1678140001.428555,188824.000,28886,1,TH,1,100,29.284
1678140001.562556,188958.000,28903,1,TH,1,100,29.284
1678140001.695556,189091.000,28935,1,TH,1,100,29.237
1678140001.828557,189224.000,28951,1,TH,1,100,29.237
1678140001.962557,189358.000,28969,1,TH,1,100,29.229
1678140002.095558,189491.000,29005,1,TH,1,100,29.229
1678140002.228558,189624.000,29022,1,TH,1,100,29.229
1678140002.361559,189757.000,29041,1,TH,1,100,29.229
1678140002.495559,189891.000,29057,1,TH,1,100,29.224
1678140002.628560,190024.000,29089,1,TH,1,100,29.232
1678140002.761560,190157.000,29106,1,TH,1,100,29.226
1678140002.895561,190291.000,29122,1,TH,1,100,29.226
1678140003.028561,190424.000,29154,1,TH,1,100,29.241
1678140003.162562,190558.000,29171,1,TH,1,100,29.241
1678140003.295562,190691.000,29188,1,TH,1,100,29.274
1678140003.428563,190824.000,29207,1,TH,1,100,29.274
1678140003.561563,190957.000,29241,1,TH,1,100,29.201
1678140003.695564,191091.000,29257,1,TH,1,100,29.201
1678140003.828564,191224.000,29274,1,TH,1,100,29.243
1678140003.961565,191357.000,29306,1,TH,1,100,29.243
1678140004.095565,191491.000,29322,1,TH,1,100,29.211
1678140004.228566,191624.000,29339,1,TH,1,100,29.211
1678140004.361566,191757.000,29373,1,TH,1,100,29.302
1678140004.495567,191891.000,29389,1,TH,1,100,29.302
1678140004.628567,192024.000,29407,1,TH,1,100,29.299
1678140004.761568,192157.000,29438,1,TH,1,100,29.299
1678140004.895568,192291.000,29454,1,TH,1,100,29.221
1678140005.028569,192424.000,29474,1,TH,1,100,29.228
1678140005.161569,192557.000,29505,1,TH,1,100,29.276
1678140005.295570,192691.000,29522,1,TH,1,100,29.276
1678140005.428570,192824.000,29541,1,TH,1,100,29.268
1678140005.561571,192957.000,29557,1,TH,1,100,29.268
1678140005.695571,193091.000,29589,1,TH,1,100,29.270
1678140005.828572,193224.000,29606,1,TH,1,100,29.270
1678140005.961572,193357.000,29623,1,TH,1,100,29.283
1678140006.094573,193490.000,29656,1,TH,1,100,29.283
1678140006.228573,193624.000,29673,1,TH,1,100,29.217
1678140006.361574,193757.000,29692,1,TH,1,100,29.217
1678140006.494574,193890.000,29723,1,TH,1,100,29.225
1678140006.628575,194024.000,29741,1,TH,1,100,29.225
1678140006.761575,194157.000,29759,1,TH,1,100,29.271
1678140006.895576,194291.000,29791,1,TH,1,100,29.271
1678140007.028576,194424.000,29808,1,TH,1,100,29.271
1678140007.161577,194557.000,29824,1,TH,1,100,29.271
1678140007.294577,194690.000,29847,1,TH,1,100,29.261
1678140007.428578,194824.000,29866,1,TH,1,100,29.261
1678140007.561579,194957.000,29882,1,TH,1,100,29.258
1678140007.694579,195090.000,29914,1,TH,1,100,29.258
1678140007.828579,195224.000,29931,1,TH,1,100,29.364
1678140007.961580,195357.000,29948,1,TH,1,100,29.371
1678140008.094580,195490.000,29979,1,TH,1,100,29.258
1678140008.228581,195624.000,29996,1,TH,1,100,29.258
1678140008.361582,195757.000,30017,1,TH,1,100,29.331
1678140008.494582,195890.000,30048,1,TH,1,100,29.323
1678140008.628582,196024.000,30066,1,TH,1,100,29.248
1678140008.761583,196157.000,30082,1,TH,1,100,29.248
1678140008.894583,196290.000,30114,1,TH,1,100,29.313
1678140009.028584,196424.000,30131,1,TH,1,100,29.313
1678140009.161584,196557.000,30149,1,TH,1,100,29.293
1678140009.294585,196690.000,30185,1,TH,1,100,29.293
1678140009.427585,196823.000,30202,1,TH,1,100,29.268
1678140009.561586,196957.000,30218,1,TH,1,100,29.268
1678140009.694587,197090.000,30236,1,TH,1,100,29.250
1678140009.827587,197223.000,30267,1,TH,1,100,29.250
1678140009.961587,197357.000,30286,1,TH,1,100,29.275
1678140010.094588,197490.000,30303,1,TH,1,100,29.275
1678140010.227588,197623.000,30337,1,TH,1,100,29.300
1678140010.361589,197757.000,30355,1,TH,1,100,29.300
1678140010.494590,197890.000,30374,1,TH,1,100,29.316
1678140010.627590,198023.000,30406,1,TH,1,100,29.315
1678140010.761590,198157.000,30422,1,TH,1,100,29.214
1678140010.894591,198290.000,30439,1,TH,1,100,29.222
1678140011.028591,198424.000,30471,1,TH,1,100,29.262
1678140011.161592,198557.000,30487,1,TH,1,100,29.262
1678140011.294593,198690.000,30505,1,TH,1,100,29.234
1678140011.427593,198823.000,30540,1,TH,1,100,29.234
1678140011.561594,198957.000,30558,1,TH,1,100,29.269
1678140011.694594,199090.000,30576,1,TH,1,100,29.269
1678140011.827595,199223.000,30592,1,TH,1,100,29.249
1678140011.961595,199357.000,30624,1,TH,1,100,29.249
1678140012.094595,199490.000,30641,1,TH,1,100,29.254
