LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,HR
1678140130.076041,317471,50060,1,HR,1,100,45
1678140131.876047,319271,50347,1,HR,1,100,43
1678140132.676050,320071,50482,1,HR,1,100,47
1678140134.169056,321564,50732,1,HR,1,100,46
1678140135.169060,322564,50905,1,HR,1,100,48
1678140137.902070,325297,51340,1,HR,1,100,45
1678140139.555076,326950,51609,1,HR,1,100,44
1678140140.595080,327990,51784,1,HR,1,100,46
1678140141.195082,328590,51885,1,HR,1,100,52
1678140144.088093,331483,52352,1,HR,1,100,48
1678140146.141101,333536,52692,1,HR,1,100,46
1678140147.141105,334536,52859,1,HR,1,100,48
1678140149.154112,336549,53193,1,HR,1,100,46
1678140150.208117,337603,53365,1,HR,1,100,47
1678140152.648126,340043,53775,1,HR,1,100,44
1678140154.701133,342096,54114,1,HR,1,100,43
1678140155.740137,343135,54283,1,HR,1,100,44
1678140156.514140,343909,54421,1,HR,1,100,48
1678140158.474148,345869,54724,1,HR,1,100,46
1678140159.647152,347042,54925,1,HR,1,100,47
1678140162.740164,350135,55431,1,HR,1,100,44
1678140164.993172,352388,55801,1,HR,1,100,42
1678140165.913176,353308,55957,1,HR,1,100,45
1678140167.926183,355321,56276,1,HR,1,100,43
1678140169.046187,356441,56460,1,HR,1,100,44
1678140170.579193,357974,56713,1,HR,1,100,44
1678140171.579197,358974,56889,1,HR,1,100,45
1678140172.139199,359534,56975,1,HR,1,100,53
1678140174.472208,361867,57360,1,HR,1,100,50
1678140175.392211,362787,57514,1,HR,1,100,51
1678140178.005221,365400,57954,1,HR,1,100,48
1678140179.938229,367333,58268,1,HR,1,100,46
1678140181.298234,368693,58492,1,HR,1,100,46
1678140184.151244,371546,58959,1,HR,1,100,43
1678140186.404253,373799,59336,1,HR,1,100,41
1678140187.404257,374799,59487,1,HR,1,100,43
1678140188.057259,375452,59603,1,HR,1,100,49
1678140190.497268,377892,60009,1,HR,1,100,46
1678140193.190279,380585,60450,1,HR,1,100,43
1678140194.363283,381758,60637,1,HR,1,100,44
1678140197.376294,384771,61128,1,HR,1,100,42
1678140199.469302,386864,61462,1,HR,1,100,40
1678140200.509306,387904,61649,1,HR,1,100,42
1678140202.843315,390238,62022,1,HR,1,100,40
1678140205.856326,393251,62524,1,HR,1,100,38
1678140209.909342,397304,63182,1,HR,1,100,35
1678140212.321351,399716,63591,1,HR,1,100,34
1678140213.401355,400796,63763,1,HR,1,100,36
1678140215.454362,402849,64114,1,HR,1,100,36
1678140216.508367,403903,64283,1,HR,1,100,38
1678140219.148376,406543,64703,1,HR,1,100,36
1678140219.761379,407156,64823,1,HR,1,100,44
1678140221.880387,409275,65157,1,HR,1,100,42
1678140222.854390,410249,65318,1,HR,1,100,44
1678140225.067399,412462,148,1,HR,1,100,42
1678140226.227403,413622,351,1,HR,1,100,44
1678140228.280411,415675,674,1,HR,1,100,42
1678140229.400415,416795,865,1,HR,1,100,43
1678140231.453423,418848,1214,1,HR,1,100,42
1678140232.573427,419968,1389,1,HR,1,100,43
1678140234.666435,422061,1740,1,HR,1,100,41
1678140235.666439,423061,1908,1,HR,1,100,44
1678140237.759447,425154,2250,1,HR,1,100,42
1678140238.959451,426354,2454,1,HR,1,100,43
1678140241.092459,428487,2804,1,HR,1,100,41
1678140244.345471,431740,3333,1,HR,1,100,38
1678140245.438476,432833,3518,1,HR,1,100,40
1678140247.158482,434553,3799,1,HR,1,100,40
1678140248.411487,435806,4010,1,HR,1,100,41
1678140250.171494,437566,4294,1,HR,1,100,40
1678140250.864496,438259,4411,1,HR,1,100,46
1678140253.917508,441312,4920,1,HR,1,100,43
1678140257.130520,444525,5454,1,HR,1,100,40
1678140260.423532,447818,5979,1,HR,1,100,37
1678140263.076542,450471,6419,1,HR,1,100,36
1678140263.516544,450911,6488,1,HR,1,100,47
1678140264.556548,451951,6671,1,HR,1,100,49
1678140266.769556,454164,7022,1,HR,1,100,46
1678140269.662567,457057,7515,1,HR,1,100,43
1678140270.222569,457617,7598,1,HR,1,100,51
1678140271.276573,458671,7786,1,HR,1,100,52
1678140273.449581,460844,8143,1,HR,1,100,49
1678140274.409585,461804,8295,1,HR,1,100,50
1678140276.582593,463977,8662,1,HR,1,100,48
1678140280.035606,467430,9217,1,HR,1,100,44
1678140283.008617,470403,9702,1,HR,1,100,41
1678140284.008621,471403,9878,1,HR,1,100,44
1678140286.261630,473656,10247,1,HR,1,100,42
1678140289.474642,476869,10769,1,HR,1,100,39
1678140290.567646,477962,10954,1,HR,1,100,41
1678140292.967655,480362,11336,1,HR,1,100,39
1678140295.820666,483215,11792,1,HR,1,100,37
1678140296.913670,484308,11978,1,HR,1,100,39
1678140299.113678,486508,12337,1,HR,1,100,38
1678140302.619691,490014,12908,1,HR,1,100,35
1678140305.952704,493347,13451,1,HR,1,100,33
1678140306.752707,494147,13588,1,HR,1,100,38
1678140308.805715,496200,13923,1,HR,1,100,37
1678140310.005719,497400,14129,1,HR,1,100,39
1678140312.218727,499613,14450,1,HR,1,100,37
1678140315.631740,503026,15008,1,HR,1,100,35
1678140316.484744,503879,15144,1,HR,1,100,39
1678140318.684752,506079,15512,1,HR,1,100,38
1678140320.017757,507412,15724,1,HR,1,100,39
1678140322.270765,509665,16109,1,HR,1,100,37
1678140325.483778,512878,16634,1,HR,1,100,35
1678140328.816790,516211,17185,1,HR,1,100,33
1678140329.936794,517331,17360,1,HR,1,100,36
1678140332.150803,519545,17714,1,HR,1,100,35
1678140333.189806,520584,17898,1,HR,1,100,37
1678140335.442815,522837,18275,1,HR,1,100,36
1678140336.656820,524051,18460,1,HR,1,100,38
1678140338.856828,526251,18828,1,HR,1,100,36
1678140339.949832,527344,19001,1,HR,1,100,39
1678140342.108840,529503,19352,1,HR,1,100,37
1678140343.042844,530437,19504,1,HR,1,100,41
1678140345.335852,532730,19897,1,HR,1,100,39
1678140348.548864,535943,20368,1,HR,1,100,37
1678140352.121878,539516,20955,1,HR,1,100,34
1678140355.054889,542449,21441,1,HR,1,100,33
1678140358.427902,545822,22002,1,HR,1,100,31
1678140359.640906,547035,22207,1,HR,1,100,33
1678140361.240912,548635,22479,1,HR,1,100,34
1678140362.240916,549635,22647,1,HR,1,100,37
1678140362.893919,550288,22750,1,HR,1,100,44
1678140365.133927,552528,23118,1,HR,1,100,42
1678140366.346932,553741,23309,1,HR,1,100,43
1678140368.279939,555674,23627,1,HR,1,100,41
1678140369.679944,557074,23862,1,HR,1,100,41
1678140371.692952,559087,24188,1,HR,1,100,40
1678140372.932956,560327,24389,1,HR,1,100,41
1678140374.905964,562300,24707,1,HR,1,100,40
1678140378.118976,565513,25231,1,HR,1,100,37
1678140380.891986,568286,25708,1,HR,1,100,35
1678140381.811990,569206,25859,1,HR,1,100,39
1678140384.665001,572059,26329,1,HR,1,100,37
1678140387.798012,575192,26853,1,HR,1,100,35
1678140389.012017,576406,27058,1,HR,1,100,37
1678140391.131025,578525,27397,1,HR,1,100,36
1678140394.398037,581792,27937,1,HR,1,100,34
1678140395.517042,582911,28124,1,HR,1,100,36
1678140397.611049,585005,28462,1,HR,1,100,35
1678140400.464060,587858,28931,1,HR,1,100,33
1678140407.490087,594884,30098,1,HR,1,100,31
1678140410.743099,598137,30632,1,HR,1,100,29
1678140414.009111,601403,31173,1,HR,1,100,28
1678140417.222123,604616,31696,1,HR,1,100,27
1678140418.262127,605656,31883,1,HR,1,100,30
1678140420.395135,607789,32234,1,HR,1,100,30
1678140421.675140,609069,32442,1,HR,1,100,32
1678140423.688148,611082,32780,1,HR,1,100,32
1678140424.888152,612282,32964,1,HR,1,100,34
1678140426.941160,614335,33305,1,HR,1,100,33
1678140428.154165,615548,33507,1,HR,1,100,35
1678140430.154172,617548,33841,1,HR,1,100,35
1678140431.487177,618881,34062,1,HR,1,100,36
1678140433.860186,621254,34449,1,HR,1,100,35
1678140436.913198,624307,34933,1,HR,1,100,33
1678140439.926209,627320,35421,1,HR,1,100,31
1678140441.206214,628600,35640,1,HR,1,100,33
1678140443.259222,630653,35984,1,HR,1,100,33
1678140444.419226,631813,36170,1,HR,1,100,35
1678140446.513234,633907,36521,1,HR,1,100,34
1678140449.485245,636879,37008,1,HR,1,100,33
1678140449.965247,637359,37075,1,HR,1,100,44
1678140452.778258,640172,37555,1,HR,1,100,41
1678140453.312260,640706,37641,1,HR,1,100,50
1678140456.205271,643599,38109,1,HR,1,100,46
1678140456.645272,644039,38196,1,HR,1,100,57
1678140460.058285,647452,38749,1,HR,1,100,52
1678140463.271297,650665,39277,1,HR,1,100,48
1678140466.524309,653918,39813,1,HR,1,100,45
1678140469.777322,657171,40352,1,HR,1,100,42
1678140471.110327,658504,40572,1,HR,1,100,42
1678140472.630332,660024,40809,1,HR,1,100,42
1678140474.363339,661757,41107,1,HR,1,100,41
1678140476.043345,663437,41374,1,HR,1,100,40
1678140476.896348,664290,41524,1,HR,1,100,44
1678140479.709359,667103,41981,1,HR,1,100,41
1678140483.002372,670396,42513,1,HR,1,100,39
1678140486.415385,673809,43075,1,HR,1,100,36
1678140489.668397,677062,43615,1,HR,1,100,34
1678140492.841409,680235,44131,1,HR,1,100,32
1678140496.427422,683821,44725,1,HR,1,100,30
1678140499.800435,687194,45276,1,HR,1,100,29
1678140503.174448,690568,45830,1,HR,1,100,28
1678140506.426460,693820,46358,1,HR,1,100,27
1678140509.680472,697074,46882,1,HR,1,100,26
1678140513.092485,700486,47449,1,HR,1,100,25
1678140516.199497,703593,47954,1,HR,1,100,24
1678140519.412509,706806,48501,1,HR,1,100,23
1678140520.852514,708246,48732,1,HR,1,100,26
1678140522.825522,710219,49052,1,HR,1,100,26
1678140524.025526,711419,49255,1,HR,1,100,29
1678140526.078534,713472,49589,1,HR,1,100,29
1678140529.371547,716765,50134,1,HR,1,100,28
1678140530.544551,717938,50320,1,HR,1,100,31
1678140532.544558,719938,50654,1,HR,1,100,31
1678140533.797563,721191,50873,1,HR,1,100,33
1678140535.877571,723271,51210,1,HR,1,100,32
1678140539.063583,726457,51731,1,HR,1,100,31
1678140542.476596,729870,52292,1,HR,1,100,29
1678140545.889609,733283,52833,1,HR,1,100,28
1678140549.102621,736496,53371,1,HR,1,100,27
1678140552.435633,739829,53926,1,HR,1,100,26
1678140555.848646,743242,54480,1,HR,1,100,25
1678140559.075659,746469,55000,1,HR,1,100,24
1678140562.407671,749801,55555,1,HR,1,100,23
1678140565.581683,752975,56080,1,HR,1,100,23
1678140568.793695,756187,56598,1,HR,1,100,22
1678140569.993700,757387,56800,1,HR,1,100,26
1678140572.127708,759521,57156,1,HR,1,100,26
1678140575.379720,762773,57680,1,HR,1,100,25
1678140578.593732,765987,58216,1,HR,1,100,24
1678140581.859744,769253,58738,1,HR,1,100,24
1678140585.072757,772466,59258,1,HR,1,100,23
1678140588.325769,775719,59797,1,HR,1,100,23
1678140591.698781,779092,60354,1,HR,1,100,22
1678140598.204806,785598,61413,1,HR,1,100,20
1678140601.497818,788891,61971,1,HR,1,100,20
1678140604.883831,792277,62521,1,HR,1,100,20
1678140608.136843,795530,63056,1,HR,1,100,20
1678140611.309855,798703,63551,1,HR,1,100,20
1678140614.562868,801956,64087,1,HR,1,100,20
1678140617.895880,805289,64644,1,HR,1,100,19
1678140621.148893,808542,65180,1,HR,1,100,19
1678140624.401905,811795,170,1,HR,1,100,19
1678140627.748917,815142,725,1,HR,1,100,19
1678140634.334942,821728,1819,1,HR,1,100,18
1678140637.587955,824981,2344,1,HR,1,100,18
1678140640.600966,827994,2844,1,HR,1,100,18
1678140644.213979,831607,3436,1,HR,1,100,18
1678140647.519992,834913,3981,1,HR,1,100,18
1678140650.853005,838246,4534,1,HR,1,100,18
1678140654.186017,841579,5077,1,HR,1,100,18
1678140655.506022,842899,5298,1,HR,1,100,21
1678140656.959028,844352,5533,1,HR,1,100,24
1678140657.559030,844952,5640,1,HR,1,100,33
1678140658.679034,846072,5824,1,HR,1,100,35
1678140660.732042,848125,6158,1,HR,1,100,34
1678140664.105055,851498,6730,1,HR,1,100,33
1678140667.371067,854764,7269,1,HR,1,100,31
1678140670.784080,858177,7836,1,HR,1,100,29
1678140674.117092,861510,8381,1,HR,1,100,28
1678140675.237097,862630,8568,1,HR,1,100,31
1678140677.410105,864803,8938,1,HR,1,100,31
1678140680.664117,868057,9462,1,HR,1,100,29
1678140683.956130,871349,10016,1,HR,1,100,28
1678140687.263142,874656,10551,1,HR,1,100,27
1678140690.476154,877869,11092,1,HR,1,100,26
1678140693.609166,881002,11614,1,HR,1,100,25
1678140694.769170,882162,11805,1,HR,1,100,28
1678140696.902178,884295,12155,1,HR,1,100,28
1678140700.035190,887428,12660,1,HR,1,100,27
1678140706.461214,893854,13719,1,HR,1,100,25
1678140712.407237,899800,14694,1,HR,1,100,23
1678140713.100239,900493,14809,1,HR,1,100,31
1678140716.273251,903666,15318,1,HR,1,100,30
1678140719.366263,906759,15829,1,HR,1,100,28
1678140720.606268,907999,16034,1,HR,1,100,31
1678140722.819276,910212,16402,1,HR,1,100,30
1678140725.992288,913385,16928,1,HR,1,100,29
1678140729.205300,916598,17453,1,HR,1,100,28
1678140732.418312,919811,17989,1,HR,1,100,27
1678140735.725325,923118,18532,1,HR,1,100,26
1678140738.937337,926330,19073,1,HR,1,100,25
1678140742.150349,929543,19592,1,HR,1,100,24
1678140745.484361,932877,20153,1,HR,1,100,23
1678140748.657373,936050,20655,1,HR,1,100,23
1678140752.029386,939422,21194,1,HR,1,100,22
1678140758.469410,945862,22242,1,HR,1,100,21
1678140774.574471,961967,24815,1,HR,1,100,19
1678140777.787483,965180,25342,1,HR,1,100,19
1678140781.053496,968446,25881,1,HR,1,100,19
1678140782.373501,969766,26101,1,HR,1,100,22
1678140784.386508,971779,26421,1,HR,1,100,23
1678140785.546513,972939,26612,1,HR,1,100,26
1678140787.519520,974912,26929,1,HR,1,100,27
1678140790.852533,978245,27471,1,HR,1,100,26
1678140792.185538,979578,27690,1,HR,1,100,28
1678140794.185545,981578,28026,1,HR,1,100,28
1678140795.518550,982911,28235,1,HR,1,100,30
1678140797.518558,984911,28553,1,HR,1,100,30
1678140800.865570,988258,29063,1,HR,1,100,29
1678140802.144575,989537,29265,1,HR,1,100,31
1678140804.078583,991471,29583,1,HR,1,100,31
1678140805.317587,992710,29811,1,HR,1,100,33
1678140807.451595,994844,30147,1,HR,1,100,32
1678140808.611600,996004,30351,1,HR,1,100,35
1678140810.504607,997897,30660,1,HR,1,100,34
1678140813.237617,1000630,31107,1,HR,1,100,33
1678140813.797619,1001190,31210,1,HR,1,100,42
1678140815.250625,1002643,31449,1,HR,1,100,42
1678140817.130632,1004523,31756,1,HR,1,100,41
1678140818.503637,1005896,31976,1,HR,1,100,41
1678140820.396644,1007789,32294,1,HR,1,100,40
1678140821.676649,1009069,32499,1,HR,1,100,41
1678140823.609656,1011002,32816,1,HR,1,100,40
1678140827.062669,1014455,33388,1,HR,1,100,37
1678140828.435674,1015828,33609,1,HR,1,100,38
1678140830.275681,1017668,33911,1,HR,1,100,37
1678140833.648694,1021041,34466,1,HR,1,100,35
1678140836.954706,1024347,35003,1,HR,1,100,33
1678140838.314712,1025707,35241,1,HR,1,100,34
1678140840.327719,1027720,35575,1,HR,1,100,34
1678140843.700732,1031093,36112,1,HR,1,100,32
1678140846.993744,1034386,36653,1,HR,1,100,30
1678140850.366757,1037759,37220,1,HR,1,100,29
1678140853.673769,1041066,37765,1,HR,1,100,28
1678140856.886782,1044279,38288,1,HR,1,100,27
1678140858.206787,1045599,38509,1,HR,1,100,29
1678140860.139794,1047532,38824,1,HR,1,100,29
1678140863.472806,1050865,39365,1,HR,1,100,28
1678140866.725819,1054118,39899,1,HR,1,100,27
1678140869.938831,1057331,40421,1,HR,1,100,26
1678140873.191843,1060584,40959,1,HR,1,100,25
1678140874.524848,1061917,41177,1,HR,1,100,27
1678140876.457855,1063850,41495,1,HR,1,100,28
1678140882.923880,1070316,42555,1,HR,1,100,26
1678140884.123884,1071516,42757,1,HR,1,100,28
1678140886.096892,1073489,43077,1,HR,1,100,29
1678140889.269904,1076662,43601,1,HR,1,100,28
1678140890.602909,1077995,43818,1,HR,1,100,30
1678140892.562916,1079955,44141,1,HR,1,100,30
1678140897.148933,1084541,44889,1,HR,1,100,28
1678140899.042941,1086435,45195,1,HR,1,100,28
1678140902.374953,1089767,45747,1,HR,1,100,27
1678140906.961971,1094354,46504,1,HR,1,100,25
1678140908.920978,1096313,46827,1,HR,1,100,26
1678140910.374983,1097767,47062,1,HR,1,100,28
1678140912.294991,1099687,47380,1,HR,1,100,28
1678140915.641003,1103033,47919,1,HR,1,100,27
1678140918.934016,1106326,48459,1,HR,1,100,26
1678140922.307028,1109699,49029,1,HR,1,100,25
1678140928.933053,1116325,50090,1,HR,1,100,23
1678140930.266058,1117658,50310,1,HR,1,100,26
1678140932.199066,1119591,50644,1,HR,1,100,26
1678140933.559071,1120951,50849,1,HR,1,100,29
1678140935.532078,1122924,51184,1,HR,1,100,29
1678140936.852083,1124244,51403,1,HR,1,100,31
1678140938.705090,1126097,51713,1,HR,1,100,31
1678140941.918102,1129310,52227,1,HR,1,100,30
1678140948.464127,1135856,53298,1,HR,1,100,27
1678140951.237138,1138629,53753,1,HR,1,100,26
1678140956.423157,1143815,54613,1,HR,1,100,25
1678140958.357164,1145749,54932,1,HR,1,100,26
1678140959.716169,1147108,55137,1,HR,1,100,28
1678140961.610177,1149002,55455,1,HR,1,100,28
1678140964.943189,1152335,55991,1,HR,1,100,27
1678140971.542214,1158934,57078,1,HR,1,100,25
1678140974.755226,1162147,57600,1,HR,1,100,24
1678140979.368244,1166760,58370,1,HR,1,100,23
1678140981.301251,1168693,58673,1,HR,1,100,24
1678140982.541255,1169933,58872,1,HR,1,100,27
1678140984.474263,1171866,59189,1,HR,1,100,27
1678140987.727275,1175119,59728,1,HR,1,100,26
1678140988.940280,1176332,59928,1,HR,1,100,29
1678140990.940287,1178332,60255,1,HR,1,100,29
1678140994.366300,1181758,60822,1,HR,1,100,28
1678140997.619313,1185011,61346,1,HR,1,100,27
1678141000.872325,1188264,61865,1,HR,1,100,26
1678141016.991385,1204383,64510,1,HR,1,100,23
1678141024.790415,1212182,240,1,HR,1,100,21
1678141026.750422,1214142,565,1,HR,1,100,22
1678141029.843434,1217235,1065,1,HR,1,100,22
1678141031.136439,1218528,1270,1,HR,1,100,25
1678141034.349451,1221741,1804,1,HR,1,100,24
1678141037.602463,1224994,2326,1,HR,1,100,24
1678141039.615471,1227007,2661,1,HR,1,100,24
1678141040.815475,1228207,2865,1,HR,1,100,27
1678141069.105582,1256497,7477,1,HR,1,100,24
1678141078.798619,1266190,9055,1,HR,1,100,22
1678141081.971631,1269363,9582,1,HR,1,100,22
1678141085.144643,1272536,10113,1,HR,1,100,22
1678141086.437647,1273829,10315,1,HR,1,100,25
1678141089.490659,1276882,10819,1,HR,1,100,24
1678141094.836679,1282228,11691,1,HR,1,100,22
1678141095.996683,1283388,11874,1,HR,1,100,26
1678141098.049691,1285441,12201,1,HR,1,100,26
1678141099.489697,1286881,12457,1,HR,1,100,28
1678141102.702709,1290094,12981,1,HR,1,100,27
1678141106.089721,1293481,13530,1,HR,1,100,26
1678141109.221733,1296613,14056,1,HR,1,100,25
1678141114.608754,1302000,14925,1,HR,1,100,24
1678141118.021766,1305413,15497,1,HR,1,100,23
1678141124.687792,1312079,16583,1,HR,1,100,21
1678141134.539829,1321931,18189,1,HR,1,100,19
1678141137.792841,1325184,18723,1,HR,1,100,19
1678141150.737890,1338129,20833,1,HR,1,100,18
1678141165.003944,1352395,23144,1,HR,1,100,16
1678141168.296956,1355688,23682,1,HR,1,100,16
1678141171.628969,1359020,24224,1,HR,1,100,16
1678141173.522976,1360914,24526,1,HR,1,100,18
1678141176.735988,1364127,25034,1,HR,1,100,18
1678141180.029000,1367420,25526,1,HR,1,100,18
1678141181.429006,1368820,25761,1,HR,1,100,21
1678141184.695018,1372086,26298,1,HR,1,100,21
1678141189.868037,1377259,27157,1,HR,1,100,20
1678141191.201042,1378592,27377,1,HR,1,100,23
1678141194.454055,1381845,27895,1,HR,1,100,22
1678141196.427062,1383818,28213,1,HR,1,100,23
1678141197.907068,1385298,28463,1,HR,1,100,25
1678141199.840075,1387231,28774,1,HR,1,100,26
1678141201.040080,1388431,28974,1,HR,1,100,29
1678141226.038174,1413429,32996,1,HR,1,100,26
1678141229.344186,1416735,33547,1,HR,1,100,25
1678141232.597199,1419988,34070,1,HR,1,100,24
1678141240.223228,1427614,35325,1,HR,1,100,22
1678141242.196235,1429587,35650,1,HR,1,100,23
1678141245.369247,1432760,36166,1,HR,1,100,23
1678141248.742260,1436133,36720,1,HR,1,100,22
1678141250.155265,1437546,36936,1,HR,1,100,25
1678141252.048272,1439439,37263,1,HR,1,100,25
1678141253.488277,1440879,37498,1,HR,1,100,27
1678141255.381284,1442772,37799,1,HR,1,100,28
1678141258.554296,1445945,38318,1,HR,1,100,27
1678141259.674301,1447065,38504,1,HR,1,100,30
1678141263.100314,1450491,39072,1,HR,1,100,29
1678141265.020321,1452411,39375,1,HR,1,100,29
1678141267.913332,1455304,39863,1,HR,1,100,28
1678141269.686338,1457077,40149,1,HR,1,100,29
1678141271.500345,1458891,40440,1,HR,1,100,29
1678141272.619349,1460010,40623,1,HR,1,100,32
1678141277.806369,1465197,41464,1,HR,1,100,30
1678141279.126374,1466517,41681,1,HR,1,100,32
1678141284.192393,1471583,42520,1,HR,1,100,29
1678141291.711421,1479102,43747,1,HR,1,100,27
1678141293.764429,1481155,44083,1,HR,1,100,27
1678141296.937441,1484328,44604,1,HR,1,100,26
1678141303.443466,1490834,45657,1,HR,1,100,24
1678141304.816471,1492207,45890,1,HR,1,100,26
1678141306.656478,1494047,46191,1,HR,1,100,27
1678141307.909483,1495300,46382,1,HR,1,100,30
1678141309.749490,1497140,46684,1,HR,1,100,30
1678141311.162495,1498553,46917,1,HR,1,100,32
1678141313.055502,1500446,47242,1,HR,1,100,32
1678141314.455507,1501846,47460,1,HR,1,100,33
1678141319.681527,1507072,48315,1,HR,1,100,30
1678141323.014540,1510405,48876,1,HR,1,100,29
1678141327.521557,1514912,49614,1,HR,1,100,27
1678141329.601564,1516992,49949,1,HR,1,100,27
1678141332.947577,1520338,50507,1,HR,1,100,26
1678141339.613602,1527004,51577,1,HR,1,100,24
1678141340.893607,1528284,51793,1,HR,1,100,27
1678141344.199620,1531590,52333,1,HR,1,100,26
1678141347.492632,1534883,52865,1,HR,1,100,25
1678141352.758652,1540149,53734,1,HR,1,100,23
1678141357.451669,1544842,54512,1,HR,1,100,22
