LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,HR
1679957399.797713,916301,15881,1,HR,1,100,51
1679957401.596714,918100,16187,1,HR,1,100,49
1679957403.210714,919714,16452,1,HR,1,100,48
1679957405.009715,921513,16736,1,HR,1,100,46
1679957406.743715,923247,17024,1,HR,1,100,45
1679957408.396716,924900,17289,1,HR,1,100,44
1679957410.236717,926740,17590,1,HR,1,100,42
1679957411.769717,928273,17846,1,HR,1,100,42
1679957413.622718,930126,18162,1,HR,1,100,41
1679957415.342718,931846,18443,1,HR,1,100,40
1679957416.995719,933499,18715,1,HR,1,100,40
1679957417.715719,934219,18835,1,HR,1,100,45
1679957418.715719,935219,19001,1,HR,1,100,47
1679957420.408720,936912,19266,1,HR,1,100,45
1679957422.341720,938845,19588,1,HR,1,100,44
1679957423.941721,940445,19855,1,HR,1,100,43
1679957425.594721,942098,20122,1,HR,1,100,42
1679957426.394722,942898,20259,1,HR,1,100,46
1679957427.367722,943871,20427,1,HR,1,100,48
1679957428.967722,945471,20694,1,HR,1,100,47
1679957430.740723,947244,20978,1,HR,1,100,45
1679957432.433724,948937,21266,1,HR,1,100,44
1679957434.193724,950697,21549,1,HR,1,100,43
1679957434.953724,951457,21683,1,HR,1,100,47
1679957436.046725,952550,21851,1,HR,1,100,48
1679957437.766725,954270,22138,1,HR,1,100,47
1679957439.339726,955843,22404,1,HR,1,100,46
1679957441.152726,957656,22703,1,HR,1,100,44
1679957442.992727,959496,23008,1,HR,1,100,43
1679957443.765727,960269,23126,1,HR,1,100,47
1679957444.565727,961069,23263,1,HR,1,100,50
1679957445.485728,961989,23412,1,HR,1,100,52
1679957446.538728,963042,23597,1,HR,1,100,53
1679957447.298728,963802,23717,1,HR,1,100,56
1679957448.179729,964683,23869,1,HR,1,100,57
1679957449.232729,965736,24037,1,HR,1,100,57
1679957449.992729,966496,24171,1,HR,1,100,60
1679957450.752729,967256,24288,1,HR,1,100,62
1679957451.805730,968309,24456,1,HR,1,100,62
1679957452.845730,969349,24645,1,HR,1,100,61
1679957453.764730,970268,24795,1,HR,1,100,62
1679957454.738731,971242,24947,1,HR,1,100,62
1679957455.458731,971962,25062,1,HR,1,100,64
1679957457.111732,973615,25352,1,HR,1,100,61
1679957458.751732,975255,25618,1,HR,1,100,58
1679957460.604733,977108,25919,1,HR,1,100,55
1679957462.537733,979041,26239,1,HR,1,100,52
1679957463.897734,980401,26472,1,HR,1,100,51
1679957464.817734,981321,26624,1,HR,1,100,53
1679957466.990735,983494,26972,1,HR,1,100,50
1679957467.803735,984307,27112,1,HR,1,100,53
1679957469.483736,985987,27378,1,HR,1,100,51
1679957471.456736,987960,27713,1,HR,1,100,49
1679957473.056737,989560,27981,1,HR,1,100,47
1679957475.189737,991693,28331,1,HR,1,100,45
1679957477.162738,993666,28646,1,HR,1,100,43
1679957478.855738,995359,28920,1,HR,1,100,42
1679957480.615739,997119,29218,1,HR,1,100,41
1679957482.668740,999172,29557,1,HR,1,100,40
1679957484.281740,1000785,29822,1,HR,1,100,40
1679957485.921741,1002425,30089,1,HR,1,100,39
1679957487.614741,1004118,30373,1,HR,1,100,39
1679957489.414742,1005918,30659,1,HR,1,100,38
1679957490.707742,1007211,30878,1,HR,1,100,39
1679957491.827743,1008331,31061,1,HR,1,100,41
1679957492.561743,1009065,31181,1,HR,1,100,46
1679957494.040743,1010544,31433,1,HR,1,100,45
1679957495.654744,1012158,31700,1,HR,1,100,44
1679957496.733744,1013237,31868,1,HR,1,100,46
1679957497.533745,1014037,32003,1,HR,1,100,49
1679957498.387745,1014891,32139,1,HR,1,100,52
1679957499.267745,1015771,32290,1,HR,1,100,54
1679957501.080746,1017584,32590,1,HR,1,100,51
1679957502.000746,1018504,32742,1,HR,1,100,53
1679957504.413747,1020917,33127,1,HR,1,100,50
1679957505.493747,1021997,33313,1,HR,1,100,50
1679957507.986748,1024490,33710,1,HR,1,100,47
1679957509.799748,1026303,34018,1,HR,1,100,46
1679957511.532749,1028036,34302,1,HR,1,100,44
1679957512.612749,1029116,34470,1,HR,1,100,46
1679957513.812750,1030316,34659,1,HR,1,100,46
1679957514.985750,1031489,34844,1,HR,1,100,47
1679957516.185750,1032689,35044,1,HR,1,100,47
1679957517.158751,1033662,35210,1,HR,1,100,49
1679957518.118751,1034622,35360,1,HR,1,100,51
1679957520.771752,1037275,35799,1,HR,1,100,47
1679957521.291752,1037795,35883,1,HR,1,100,55
1679957522.824753,1039328,36136,1,HR,1,100,53
1679957523.784753,1040288,36291,1,HR,1,100,55
1679957524.464753,1040968,36410,1,HR,1,100,59
1679957525.637753,1042141,36593,1,HR,1,100,58
1679957527.451754,1043955,36890,1,HR,1,100,55
1679957529.330755,1045834,37196,1,HR,1,100,52
1679957531.103755,1047607,37496,1,HR,1,100,50
1679957532.797756,1049301,37781,1,HR,1,100,48
1679957533.676756,1050180,37915,1,HR,1,100,51
1679957534.796757,1051300,38103,1,HR,1,100,51
1679957535.930757,1052434,38286,1,HR,1,100,51
1679957536.649757,1053153,38403,1,HR,1,100,55
1679957537.569757,1054073,38555,1,HR,1,100,56
1679957538.383758,1054887,38687,1,HR,1,100,58
1679957539.263758,1055767,38829,1,HR,1,100,60
1679957540.423758,1056927,39030,1,HR,1,100,59
1679957542.196759,1058700,39312,1,HR,1,100,56
1679957544.089760,1060593,39630,1,HR,1,100,53
1679957545.849760,1062353,39915,1,HR,1,100,51
1679957547.422760,1063926,40164,1,HR,1,100,49
1679957549.062761,1065566,40430,1,HR,1,100,48
1679957551.075762,1067579,40754,1,HR,1,100,46
1679957552.008762,1068512,40903,1,HR,1,100,48
1679957553.008762,1069512,41071,1,HR,1,100,49
1679957554.741763,1071245,41359,1,HR,1,100,48
1679957556.421763,1072925,41625,1,HR,1,100,46
1679957558.514764,1075018,41976,1,HR,1,100,44
1679957560.367765,1076871,42280,1,HR,1,100,43
1679957562.287765,1078791,42596,1,HR,1,100,41
1679957563.580766,1080084,42798,1,HR,1,100,42
1679957564.980766,1081484,43036,1,HR,1,100,42
1679957567.473767,1083977,43435,1,HR,1,100,40
1679957568.326767,1084830,43584,1,HR,1,100,44
1679957569.206768,1085710,43719,1,HR,1,100,47
1679957570.006768,1086510,43860,1,HR,1,100,50
1679957570.940768,1087444,44012,1,HR,1,100,52
1679957571.739769,1088243,44146,1,HR,1,100,55
1679957572.699769,1089203,44297,1,HR,1,100,55
1679957574.472769,1090976,44596,1,HR,1,100,53
1679957575.432770,1091936,44753,1,HR,1,100,54
1679957576.192770,1092696,44870,1,HR,1,100,57
1679957577.005770,1093509,45004,1,HR,1,100,59
1679957577.925771,1094429,45156,1,HR,1,100,60
1679957578.725771,1095229,45290,1,HR,1,100,62
1679957579.739771,1096243,45457,1,HR,1,100,61
1679957581.618772,1098122,45762,1,HR,1,100,58
1679957582.432772,1098936,45896,1,HR,1,100,60
1679957583.312772,1099816,46045,1,HR,1,100,61
1679957584.445772,1100949,46231,1,HR,1,100,60
1679957585.925773,1102429,46454,1,HR,1,100,58
1679957586.485773,1102989,46555,1,HR,1,100,64
1679957588.338774,1104842,46853,1,HR,1,100,60
1679957590.311774,1106815,47175,1,HR,1,100,56
1679957591.391775,1107895,47358,1,HR,1,100,56
1679957592.271775,1108775,47493,1,HR,1,100,58
1679957593.844775,1110348,47760,1,HR,1,100,55
1679957594.764776,1111268,47910,1,HR,1,100,57
1679957595.577776,1112081,48052,1,HR,1,100,59
1679957596.257776,1112761,48151,1,HR,1,100,62
1679957597.697777,1114201,48403,1,HR,1,100,60
1679957599.910778,1116414,48752,1,HR,1,100,56
1679957600.803778,1117307,48908,1,HR,1,100,57
1679957602.443778,1118947,49175,1,HR,1,100,55
1679957604.136779,1120640,49439,1,HR,1,100,53
1679957605.736779,1122240,49713,1,HR,1,100,51
1679957606.669780,1123173,49864,1,HR,1,100,53
1679957607.749780,1124253,50047,1,HR,1,100,53
1679957609.402781,1125906,50312,1,HR,1,100,51
1679957610.562781,1127066,50499,1,HR,1,100,51
1679957611.402781,1127906,50636,1,HR,1,100,53
1679957612.135782,1128639,50754,1,HR,1,100,57
1679957613.095782,1129599,50922,1,HR,1,100,58
1679957613.935782,1130439,51057,1,HR,1,100,59
1679957615.908783,1132412,51363,1,HR,1,100,56
1679957617.921783,1134425,51695,1,HR,1,100,53
1679957618.841784,1135345,51846,1,HR,1,100,54
1679957620.175784,1136679,52063,1,HR,1,100,53
1679957621.734785,1138238,52317,1,HR,1,100,52
1679957622.708785,1139212,52485,1,HR,1,100,53
1679957623.667785,1140171,52637,1,HR,1,100,54
1679957624.707785,1141211,52819,1,HR,1,100,54
1679957626.801786,1143305,53159,1,HR,1,100,51
1679957628.654787,1145158,53458,1,HR,1,100,49
1679957631.227787,1147731,53878,1,HR,1,100,46
1679957632.547788,1149051,54097,1,HR,1,100,46
1679957633.640788,1150144,54279,1,HR,1,100,47
1679957634.200788,1150704,54364,1,HR,1,100,54
1679957635.973789,1152477,54664,1,HR,1,100,52
1679957637.853790,1154357,54970,1,HR,1,100,50
1679957639.546790,1156050,55237,1,HR,1,100,48
1679957641.599791,1158103,55574,1,HR,1,100,46
1679957643.199791,1159703,55841,1,HR,1,100,45
1679957645.172792,1161676,56173,1,HR,1,100,43
1679957646.705793,1163209,56413,1,HR,1,100,43
1679957648.225793,1164729,56661,1,HR,1,100,42
1679957649.225793,1165729,56829,1,HR,1,100,44
1679957650.238794,1166742,56980,1,HR,1,100,46
1679957650.918794,1167422,57097,1,HR,1,100,51
1679957651.971794,1168475,57273,1,HR,1,100,52
1679957653.491795,1169995,57523,1,HR,1,100,50
1679957654.291795,1170795,57655,1,HR,1,100,53
1679957655.264795,1171768,57807,1,HR,1,100,54
1679957656.224796,1172728,57975,1,HR,1,100,55
1679957657.837796,1174341,58230,1,HR,1,100,53
1679957658.917796,1175421,58415,1,HR,1,100,54
1679957660.570797,1177074,58682,1,HR,1,100,52
1679957662.090797,1178594,58937,1,HR,1,100,50
1679957663.104798,1179608,59088,1,HR,1,100,51
1679957664.024798,1180528,59254,1,HR,1,100,53
1679957665.597799,1182101,59506,1,HR,1,100,51
1679957666.317799,1182821,59622,1,HR,1,100,55
1679957667.236799,1183740,59777,1,HR,1,100,56
1679957669.170800,1185674,60095,1,HR,1,100,53
1679957670.129800,1186633,60243,1,HR,1,100,54
1679957671.983801,1188487,60544,1,HR,1,100,52
1679957672.663801,1189167,60669,1,HR,1,100,56
1679957673.463801,1189967,60804,1,HR,1,100,58
1679957674.316802,1190820,60936,1,HR,1,100,60
1679957675.436802,1191940,61120,1,HR,1,100,59
1679957676.329802,1192833,61270,1,HR,1,100,60
1679957678.249803,1194753,61576,1,HR,1,100,57
1679957679.062803,1195566,61710,1,HR,1,100,59
1679957680.022803,1196526,61878,1,HR,1,100,59
1679957680.982804,1197486,62029,1,HR,1,100,60
1679957681.715804,1198219,62163,1,HR,1,100,63
1679957682.635804,1199139,62303,1,HR,1,100,63
1679957683.675804,1200179,62473,1,HR,1,100,62
1679957685.088805,1201592,62705,1,HR,1,100,60
1679957687.341806,1203845,63054,1,HR,1,100,56
1679957688.541806,1205045,63263,1,HR,1,100,55
1679957689.634806,1206138,63431,1,HR,1,100,55
1679957692.167807,1208671,63845,1,HR,1,100,52
1679957693.927808,1210431,64133,1,HR,1,100,50
1679957695.740808,1212244,64417,1,HR,1,100,48
1679957696.700809,1213204,64569,1,HR,1,100,49
1679957697.833809,1214337,64758,1,HR,1,100,50
1679957699.473809,1215977,64978,1,HR,1,100,48
1679957700.846810,1217350,65194,1,HR,1,100,48
1679957702.326810,1218830,65442,1,HR,1,100,47
1679957704.820811,1221324,313,1,HR,1,100,44
1679957705.539811,1222043,430,1,HR,1,100,49
1679957706.632812,1223136,614,1,HR,1,100,50
1679957707.432812,1223936,750,1,HR,1,100,53
1679957709.246813,1225750,1051,1,HR,1,100,50
1679957711.179813,1227683,1368,1,HR,1,100,48
1679957713.419814,1229923,1739,1,HR,1,100,46
1679957714.952815,1231456,1989,1,HR,1,100,45
1679957716.725815,1233229,2272,1,HR,1,100,44
1679957718.685816,1235189,2594,1,HR,1,100,42
1679957719.898816,1236402,2795,1,HR,1,100,43
1679957721.578817,1238082,3062,1,HR,1,100,42
1679957722.471817,1238975,3213,1,HR,1,100,45
1679957723.191817,1239695,3334,1,HR,1,100,50
1679957725.044818,1241548,3650,1,HR,1,100,48
1679957726.684818,1243188,3917,1,HR,1,100,46
1679957727.777819,1244281,4085,1,HR,1,100,47
1679957730.190820,1246694,4488,1,HR,1,100,45
1679957731.990820,1248494,4788,1,HR,1,100,43
1679957732.963820,1249467,4940,1,HR,1,100,46
1679957734.603821,1251107,5227,1,HR,1,100,45
1679957735.496821,1252000,5363,1,HR,1,100,47
1679957736.336821,1252840,5510,1,HR,1,100,50
1679957737.416822,1253920,5678,1,HR,1,100,51
1679957738.949822,1255453,5934,1,HR,1,100,50
1679957740.602823,1257106,6217,1,HR,1,100,48
1679957742.202823,1258706,6484,1,HR,1,100,47
1679957744.015824,1260519,6772,1,HR,1,100,45
1679957745.415824,1261919,7003,1,HR,1,100,45
1679957747.708825,1264212,7388,1,HR,1,100,43
1679957749.082825,1265586,7609,1,HR,1,100,43
1679957751.415826,1267919,7992,1,HR,1,100,41
1679957752.575827,1269079,8177,1,HR,1,100,42
1679957754.148827,1270652,8447,1,HR,1,100,42
1679957755.828828,1272332,8714,1,HR,1,100,41
1679957759.574829,1276078,9335,1,HR,1,100,38
1679957760.934829,1277438,9551,1,HR,1,100,39
1679957762.507830,1279011,9819,1,HR,1,100,39
1679957764.227830,1280731,10089,1,HR,1,100,38
