LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,HR
1679956898.633552,415137,64786,1,HR,1,100,53
1679956899.313552,415817,64892,1,HR,1,100,57
1679956901.246552,417750,65210,1,HR,1,100,54
1679956903.166553,419670,65477,1,HR,1,100,51
1679956905.139554,421643,261,1,HR,1,100,49
1679956907.192554,423696,611,1,HR,1,100,46
1679956909.126555,425630,927,1,HR,1,100,45
1679956910.045555,426549,1084,1,HR,1,100,47
1679956910.885556,427389,1219,1,HR,1,100,50
1679956912.059556,428563,1401,1,HR,1,100,50
1679956913.018556,429522,1569,1,HR,1,100,52
1679956913.858557,430362,1703,1,HR,1,100,54
1679956914.832557,431336,1875,1,HR,1,100,55
1679956916.032557,432536,2076,1,HR,1,100,54
1679956916.831558,433335,2194,1,HR,1,100,57
1679956918.125558,434629,2410,1,HR,1,100,56
1679956918.965558,435469,2545,1,HR,1,100,58
1679956920.698559,437202,2834,1,HR,1,100,55
1679956921.338559,437842,2949,1,HR,1,100,59
1679956922.871560,439375,3202,1,HR,1,100,57
1679956924.111560,440615,3401,1,HR,1,100,56
1679956924.751560,441255,3509,1,HR,1,100,60
1679956925.511560,442015,3644,1,HR,1,100,63
1679956926.564561,443068,3810,1,HR,1,100,62
1679956929.337562,445841,4257,1,HR,1,100,57
1679956931.470562,447974,4611,1,HR,1,100,54
1679956933.350563,449854,4926,1,HR,1,100,51
1679956935.243563,451747,5249,1,HR,1,100,49
1679956936.643564,453147,5467,1,HR,1,100,48
1679956939.256565,455760,5896,1,HR,1,100,45
1679956940.429565,456933,6102,1,HR,1,100,46
1679956941.349566,457853,6252,1,HR,1,100,48
1679956943.042566,459546,6535,1,HR,1,100,47
1679956945.042567,461546,6853,1,HR,1,100,45
1679956945.855567,462359,6992,1,HR,1,100,48
1679956947.135567,463639,7208,1,HR,1,100,48
1679956948.868568,465372,7493,1,HR,1,100,47
1679956950.748569,467252,7798,1,HR,1,100,45
1679956952.481569,468985,8079,1,HR,1,100,44
1679956954.454570,470958,8413,1,HR,1,100,42
1679956956.254570,472758,8701,1,HR,1,100,41
1679956957.987571,474491,8984,1,HR,1,100,40
1679956959.880571,476384,9300,1,HR,1,100,39
1679956961.880572,478384,9621,1,HR,1,100,38
1679956963.813573,480317,9954,1,HR,1,100,37
1679956965.307573,481811,10187,1,HR,1,100,38
1679956966.307574,482811,10358,1,HR,1,100,40
1679956967.426574,483930,10543,1,HR,1,100,42
1679956968.880574,485384,10776,1,HR,1,100,42
1679956970.533575,487037,11060,1,HR,1,100,41
1679956971.533575,488037,11216,1,HR,1,100,44
1679956975.106576,491610,11813,1,HR,1,100,40
1679956976.559577,493063,12052,1,HR,1,100,41
1679956977.479577,493983,12202,1,HR,1,100,43
1679956980.212578,496716,12651,1,HR,1,100,41
1679956981.092578,497596,12806,1,HR,1,100,44
1679956982.785579,499289,13073,1,HR,1,100,43
1679956983.905579,500409,13257,1,HR,1,100,44
1679956984.638579,501142,13376,1,HR,1,100,49
1679956985.518580,502022,13525,1,HR,1,100,51
1679956986.758580,503262,13732,1,HR,1,100,51
1679956987.771580,504275,13898,1,HR,1,100,52
1679956988.531581,505035,14033,1,HR,1,100,55
1679956989.011581,505515,14101,1,HR,1,100,63
1679956991.944582,508448,14588,1,HR,1,100,58
1679956992.664582,509168,14706,1,HR,1,100,61
1679956993.797582,510301,14889,1,HR,1,100,60
1679956996.090583,512594,15271,1,HR,1,100,56
1679956998.490584,514994,15658,1,HR,1,100,53
1679957000.063584,516567,15925,1,HR,1,100,51
1679957002.196585,518700,16280,1,HR,1,100,48
1679957003.956586,520460,16563,1,HR,1,100,47
1679957005.849586,522353,16879,1,HR,1,100,45
1679957007.582587,524086,17153,1,HR,1,100,44
1679957009.662587,526166,17502,1,HR,1,100,42
1679957011.195588,527699,17750,1,HR,1,100,42
1679957013.089589,529593,18055,1,HR,1,100,41
1679957015.048589,531552,18387,1,HR,1,100,39
1679957016.901590,533405,18677,1,HR,1,100,39
1679957018.142590,534646,18876,1,HR,1,100,40
1679957020.514591,537018,19276,1,HR,1,100,38
1679957021.928591,538432,19516,1,HR,1,100,39
1679957023.087592,539591,19699,1,HR,1,100,40
1679957024.981592,541485,20016,1,HR,1,100,39
1679957025.461593,541965,20083,1,HR,1,100,49
1679957026.794593,543298,20316,1,HR,1,100,49
1679957027.474593,543978,20425,1,HR,1,100,54
1679957029.474594,545978,20740,1,HR,1,100,51
1679957030.727594,547231,20959,1,HR,1,100,50
1679957031.567595,548071,21094,1,HR,1,100,53
1679957033.380595,549884,21397,1,HR,1,100,51
1679957035.313596,551817,21712,1,HR,1,100,48
1679957036.233596,552737,21864,1,HR,1,100,50
1679957036.753596,553257,21949,1,HR,1,100,58
1679957038.326597,554830,22219,1,HR,1,100,56
1679957039.086597,555590,22337,1,HR,1,100,58
1679957040.006597,556510,22488,1,HR,1,100,59
1679957041.059597,557563,22656,1,HR,1,100,59
1679957041.859598,558363,22790,1,HR,1,100,61
1679957043.592598,560096,23080,1,HR,1,100,58
1679957044.672599,561176,23262,1,HR,1,100,58
1679957045.432599,561936,23380,1,HR,1,100,60
1679957046.365599,562869,23546,1,HR,1,100,61
1679957047.205600,563709,23681,1,HR,1,100,62
1679957048.045600,564549,23820,1,HR,1,100,63
1679957048.965600,565469,23971,1,HR,1,100,63
1679957049.938601,566442,24139,1,HR,1,100,63
1679957050.818601,567322,24291,1,HR,1,100,64
1679957051.991601,568495,24473,1,HR,1,100,62
1679957053.231601,569735,24678,1,HR,1,100,61
1679957054.551602,571055,24897,1,HR,1,100,59
1679957055.324602,571828,25029,1,HR,1,100,61
1679957056.244602,572748,25180,1,HR,1,100,62
1679957057.364603,573868,25363,1,HR,1,100,61
1679957060.710604,577214,25916,1,HR,1,100,56
1679957062.510604,579014,26200,1,HR,1,100,53
1679957064.603605,581107,26556,1,HR,1,100,50
1679957066.377606,582881,26838,1,HR,1,100,48
1679957068.216606,584720,27158,1,HR,1,100,46
1679957070.030607,586534,27442,1,HR,1,100,45
1679957071.683607,588187,27725,1,HR,1,100,44
1679957073.642608,590146,28048,1,HR,1,100,42
1679957075.656609,592160,28380,1,HR,1,100,41
1679957076.296609,592800,28480,1,HR,1,100,47
1679957077.269609,593773,28647,1,HR,1,100,49
1679957077.989609,594493,28769,1,HR,1,100,53
1679957078.989610,595493,28921,1,HR,1,100,54
1679957080.922611,597426,29238,1,HR,1,100,51
1679957082.655611,599159,29522,1,HR,1,100,49
1679957083.495611,599999,29678,1,HR,1,100,52
1679957084.655612,601159,29861,1,HR,1,100,52
1679957086.508612,603012,30161,1,HR,1,100,50
1679957087.468612,603972,30327,1,HR,1,100,51
1679957088.321613,604825,30466,1,HR,1,100,54
1679957090.201613,606705,30767,1,HR,1,100,51
1679957091.814614,608318,31033,1,HR,1,100,49
1679957092.894614,609398,31216,1,HR,1,100,50
1679957093.827615,610331,31372,1,HR,1,100,52
1679957094.667615,611171,31507,1,HR,1,100,54
1679957095.987615,612491,31723,1,HR,1,100,53
1679957096.600616,613104,31826,1,HR,1,100,59
1679957097.840616,614344,32026,1,HR,1,100,57
1679957098.720616,615224,32181,1,HR,1,100,59
1679957099.773617,616277,32348,1,HR,1,100,59
1679957100.493617,616997,32467,1,HR,1,100,62
1679957101.693617,618197,32667,1,HR,1,100,60
1679957102.546617,619050,32802,1,HR,1,100,62
1679957103.546618,620050,32970,1,HR,1,100,61
1679957104.386618,620890,33105,1,HR,1,100,63
1679957105.639618,622143,33308,1,HR,1,100,61
1679957106.319619,622823,33425,1,HR,1,100,64
1679957107.453619,623957,33607,1,HR,1,100,63
1679957108.332619,624836,33759,1,HR,1,100,63
1679957110.186620,626690,34065,1,HR,1,100,60
1679957111.185620,627689,34215,1,HR,1,100,60
1679957112.225621,628729,34399,1,HR,1,100,60
1679957113.278621,629782,34567,1,HR,1,100,59
1679957114.119621,630623,34704,1,HR,1,100,61
1679957114.918621,631422,34839,1,HR,1,100,62
1679957115.892622,632396,34990,1,HR,1,100,62
1679957117.012622,633516,35175,1,HR,1,100,61
1679957117.651622,634155,35292,1,HR,1,100,65
1679957119.625623,636129,35615,1,HR,1,100,61
1679957121.558624,638062,35930,1,HR,1,100,58
1679957123.877624,640381,36296,1,HR,1,100,54
1679957124.691624,641195,36436,1,HR,1,100,56
1679957125.891625,642395,36637,1,HR,1,100,56
1679957126.730625,643234,36771,1,HR,1,100,57
1679957127.624625,644128,36923,1,HR,1,100,59
1679957128.264626,644768,37022,1,HR,1,100,63
1679957129.384626,645888,37211,1,HR,1,100,62
1679957130.117626,646621,37329,1,HR,1,100,64
1679957131.957627,648461,37630,1,HR,1,100,61
1679957133.010627,649514,37798,1,HR,1,100,60
1679957133.890627,650394,37949,1,HR,1,100,61
1679957141.249630,657753,39136,1,HR,1,100,55
1679957142.969630,659473,39420,1,HR,1,100,53
1679957144.062631,660566,39602,1,HR,1,100,53
1679957144.782631,661286,39710,1,HR,1,100,57
1679957145.982631,662486,39910,1,HR,1,100,56
1679957146.835632,663339,40062,1,HR,1,100,58
1679957147.875632,664379,40229,1,HR,1,100,58
1679957148.675632,665179,40364,1,HR,1,100,60
1679957150.488633,666992,40652,1,HR,1,100,57
1679957151.568633,668072,40836,1,HR,1,100,56
1679957152.208633,668712,40937,1,HR,1,100,61
1679957154.221634,670725,41269,1,HR,1,100,57
1679957156.074635,672578,41574,1,HR,1,100,54
1679957159.727636,676231,42171,1,HR,1,100,50
1679957160.487636,676991,42296,1,HR,1,100,53
1679957161.620636,678124,42479,1,HR,1,100,53
1679957164.273637,680777,42910,1,HR,1,100,50
1679957165.873638,682377,43169,1,HR,1,100,48
1679957167.646638,684150,43453,1,HR,1,100,47
1679957169.859639,686363,43817,1,HR,1,100,44
1679957170.899639,687403,43990,1,HR,1,100,46
1679957171.833640,688337,44142,1,HR,1,100,48
1679957173.632640,690136,44442,1,HR,1,100,46
1679957175.046641,691550,44673,1,HR,1,100,46
1679957177.286641,693790,45029,1,HR,1,100,44
1679957178.859642,695363,45296,1,HR,1,100,43
1679957180.832643,697336,45619,1,HR,1,100,42
1679957182.832643,699336,45951,1,HR,1,100,40
1679957184.605644,701109,46234,1,HR,1,100,40
1679957185.765644,702269,46424,1,HR,1,100,41
1679957186.778645,703282,46590,1,HR,1,100,43
1679957187.698645,704202,46741,1,HR,1,100,46
1679957188.791645,705295,46924,1,HR,1,100,47
1679957189.991646,706495,47126,1,HR,1,100,47
1679957190.911646,707415,47266,1,HR,1,100,49
1679957192.604646,709108,47549,1,HR,1,100,48
1679957193.884647,710388,47766,1,HR,1,100,48
1679957194.977647,711481,47932,1,HR,1,100,49
1679957197.030648,713534,48270,1,HR,1,100,46
1679957197.870648,714374,48405,1,HR,1,100,49
1679957198.830648,715334,48573,1,HR,1,100,51
1679957199.590649,716094,48690,1,HR,1,100,54
1679957201.483649,717987,48998,1,HR,1,100,52
1679957202.536649,719040,49164,1,HR,1,100,52
1679957203.296650,719800,49296,1,HR,1,100,55
1679957204.496650,721000,49481,1,HR,1,100,55
1679957205.469651,721973,49649,1,HR,1,100,56
1679957206.310651,722814,49789,1,HR,1,100,58
1679957208.722651,725226,50188,1,HR,1,100,54
1679957209.962652,726466,50388,1,HR,1,100,53
1679957211.935652,728439,50711,1,HR,1,100,50
1679957213.015653,729519,50879,1,HR,1,100,51
1679957213.908653,730412,51028,1,HR,1,100,53
1679957214.628654,731132,51148,1,HR,1,100,57
1679957215.788654,732292,51347,1,HR,1,100,56
1679957216.561654,733065,51471,1,HR,1,100,59
1679957217.641654,734145,51655,1,HR,1,100,58
1679957218.361655,734865,51770,1,HR,1,100,61
1679957219.495655,735999,51958,1,HR,1,100,60
1679957220.414655,736918,52104,1,HR,1,100,61
1679957221.814656,738318,52329,1,HR,1,100,59
1679957223.228656,739732,52561,1,HR,1,100,57
1679957225.241657,741745,52895,1,HR,1,100,54
1679957226.680657,743184,53135,1,HR,1,100,52
1679957229.094658,745598,53533,1,HR,1,100,49
1679957230.787659,747291,53800,1,HR,1,100,48
1679957232.747659,749251,54122,1,HR,1,100,46
1679957233.640660,750144,54274,1,HR,1,100,48
1679957235.720660,752224,54606,1,HR,1,100,46
1679957236.493660,752997,54741,1,HR,1,100,50
1679957238.013661,754517,54980,1,HR,1,100,49
1679957239.066661,755570,55146,1,HR,1,100,50
1679957239.946662,756450,55298,1,HR,1,100,52
1679957240.466662,756970,55383,1,HR,1,100,59
1679957242.639663,759143,55738,1,HR,1,100,56
1679957243.919663,760423,55954,1,HR,1,100,55
1679957245.132663,761636,56154,1,HR,1,100,54
1679957245.772664,762276,56256,1,HR,1,100,59
1679957246.372664,762876,56355,1,HR,1,100,64
1679957247.785664,764289,56580,1,HR,1,100,61
1679957249.758665,766262,56913,1,HR,1,100,58
1679957251.158665,767662,57129,1,HR,1,100,56
1679957252.971666,769475,57435,1,HR,1,100,53
1679957255.211667,771715,57801,1,HR,1,100,50
1679957257.184667,773688,58121,1,HR,1,100,48
1679957257.624667,774128,58191,1,HR,1,100,58
1679957259.077668,775581,58440,1,HR,1,100,56
1679957260.637668,777141,58691,1,HR,1,100,54
1679957261.410669,777914,58825,1,HR,1,100,57
1679957262.730669,779234,59031,1,HR,1,100,56
1679957263.650669,780154,59182,1,HR,1,100,57
1679957265.543670,782047,59498,1,HR,1,100,54
1679957267.116670,783620,59747,1,HR,1,100,52
1679957268.436671,784940,59936,1,HR,1,100,51
1679957269.330671,785834,60087,1,HR,1,100,53
1679957270.249671,786753,60239,1,HR,1,100,55
1679957272.463672,788967,60588,1,HR,1,100,51
1679957274.262673,790766,60879,1,HR,1,100,49
1679957275.956673,792460,61162,1,HR,1,100,48
1679957277.075674,793579,61347,1,HR,1,100,48
1679957278.009674,794513,61485,1,HR,1,100,50
1679957278.849674,795353,61622,1,HR,1,100,53
1679957279.849674,796353,61788,1,HR,1,100,54
1679957280.662675,797166,61922,1,HR,1,100,56
1679957281.862675,798366,62124,1,HR,1,100,55
1679957282.502675,799006,62225,1,HR,1,100,60
1679957283.675676,800179,62351,1,HR,1,100,59
1679957284.435676,800939,62483,1,HR,1,100,61
1679957286.208677,802712,62768,1,HR,1,100,58
1679957287.328677,803832,62950,1,HR,1,100,58
1679957291.061678,807565,63570,1,HR,1,100,53
1679957293.154679,809658,63907,1,HR,1,100,50
1679957294.887679,811391,64191,1,HR,1,100,48
1679957295.567679,812071,64309,1,HR,1,100,53
1679957296.940680,813444,64525,1,HR,1,100,52
1679957298.100680,814604,64724,1,HR,1,100,52
1679957298.900681,815404,64850,1,HR,1,100,55
1679957299.793681,816297,65000,1,HR,1,100,56
1679957300.993681,817497,65200,1,HR,1,100,55
1679957302.326682,818830,65417,1,HR,1,100,54
1679957303.606682,820110,88,1,HR,1,100,53
1679957304.286682,820790,187,1,HR,1,100,58
1679957305.339683,821843,371,1,HR,1,100,58
1679957306.059683,822563,489,1,HR,1,100,61
1679957307.019683,823523,640,1,HR,1,100,61
1679957307.912683,824416,792,1,HR,1,100,62
1679957309.712684,826216,1080,1,HR,1,100,58
1679957310.445684,826949,1197,1,HR,1,100,61
1679957312.165685,828669,1482,1,HR,1,100,58
1679957313.005685,829509,1616,1,HR,1,100,60
1679957313.818685,830322,1755,1,HR,1,100,62
1679957314.699686,831203,1907,1,HR,1,100,62
1679957315.752686,832256,2073,1,HR,1,100,62
1679957316.472686,832976,2192,1,HR,1,100,64
1679957317.471687,833975,2361,1,HR,1,100,64
1679957318.271687,834775,2493,1,HR,1,100,65
1679957320.044688,836548,2721,1,HR,1,100,61
1679957321.898688,838402,3020,1,HR,1,100,58
1679957323.657689,840161,3320,1,HR,1,100,55
1679957325.431689,841935,3606,1,HR,1,100,53
1679957327.164690,843668,3890,1,HR,1,100,51
1679957328.764690,845268,4157,1,HR,1,100,49
1679957329.817691,846321,4330,1,HR,1,100,50
1679957330.617691,847121,4465,1,HR,1,100,53
1679957332.390691,848894,4763,1,HR,1,100,51
1679957333.190692,849694,4898,1,HR,1,100,54
1679957334.230692,850734,5064,1,HR,1,100,54
1679957336.003693,852507,5352,1,HR,1,100,52
1679957336.883693,853387,5504,1,HR,1,100,54
1679957337.696693,854200,5638,1,HR,1,100,56
1679957338.696693,855200,5806,1,HR,1,100,57
1679957340.869694,857373,6160,1,HR,1,100,53
1679957343.122695,859626,6525,1,HR,1,100,50
1679957344.882695,861386,6815,1,HR,1,100,48
1679957345.562696,862066,6932,1,HR,1,100,53
1679957346.455696,862959,7083,1,HR,1,100,55
1679957348.295696,864799,7382,1,HR,1,100,52
1679957349.308697,865812,7548,1,HR,1,100,53
1679957350.068697,866572,7673,1,HR,1,100,56
1679957350.988697,867492,7824,1,HR,1,100,57
1679957351.841698,868345,7958,1,HR,1,100,59
1679957352.561698,869065,8093,1,HR,1,100,62
1679957353.441698,869945,8225,1,HR,1,100,63
1679957354.254699,870758,8360,1,HR,1,100,64
1679957355.094699,871598,8516,1,HR,1,100,65
1679957356.987699,873491,8817,1,HR,1,100,61
1679957357.787699,874291,8951,1,HR,1,100,63
1679957358.547700,875051,9086,1,HR,1,100,65
1679957360.480700,876984,9406,1,HR,1,100,61
1679957362.214701,878718,9688,1,HR,1,100,58
1679957363.333701,879837,9872,1,HR,1,100,57
1679957364.053702,880557,9990,1,HR,1,100,60
1679957365.747702,882251,10262,1,HR,1,100,57
1679957367.400703,883904,10543,1,HR,1,100,55
1679957368.640703,885144,10745,1,HR,1,100,54
1679957370.293704,886797,11017,1,HR,1,100,52
1679957370.773704,887277,11101,1,HR,1,100,61
1679957373.106704,889610,11483,1,HR,1,100,57
1679957375.799705,892303,11921,1,HR,1,100,53
1679957376.639706,893143,12056,1,HR,1,100,55
1679957379.092706,895596,12470,1,HR,1,100,51
1679957379.772707,896276,12573,1,HR,1,100,56
1679957380.905707,897409,12761,1,HR,1,100,55
1679957381.945707,898449,12944,1,HR,1,100,56
1679957382.825708,899329,13078,1,HR,1,100,57
1679957384.278708,900782,13328,1,HR,1,100,55
1679957385.318708,901822,13495,1,HR,1,100,56
1679957386.118709,902622,13636,1,HR,1,100,58
1679957386.971709,903475,13770,1,HR,1,100,59
1679957387.771709,904275,13904,1,HR,1,100,61
1679957388.651710,905155,14056,1,HR,1,100,62
1679957389.864710,906368,14256,1,HR,1,100,61
1679957391.224710,907728,14477,1,HR,1,100,59
1679957392.997711,909501,14761,1,HR,1,100,56
1679957394.690711,911194,15044,1,HR,1,100,53
1679957396.650712,913154,15365,1,HR,1,100,51
1679957397.383712,913887,15482,1,HR,1,100,55
